fam,dad,mom,n_children,hdiff,child_gender,dad_h,mom_h,child_h,child_minus_dad,child_minus_mom
163,7.0,5.5,5,9.0,male,67.0,65.5,69.0,2.0,3.5
164,7.0,5.5,4,3.0,female,67.0,65.5,63.0,-4.0,-2.5
164,7.0,5.5,4,0.0,female,67.0,65.5,60.0,-7.0,-5.5
164,7.0,5.5,4,10.0,male,67.0,65.5,70.0,3.0,4.5
164,7.0,5.5,4,7.7,male,67.0,65.5,67.7,0.7,2.2
165,7.0,5.0,3,2.0,female,67.0,65.0,62.0,-5.0,-3.0
165,7.0,5.0,3,2.0,female,67.0,65.0,62.0,-5.0,-3.0
165,7.0,5.0,3,5.0,male,67.0,65.0,65.0,-2.0,0.0
166,7.5,5.0,11,4.0,female,67.5,65.0,64.0,-3.5,-1.0
166,7.5,5.0,11,4.0,female,67.5,65.0,64.0,-3.5,-1.0
166,7.5,5.0,11,3.0,female,67.5,65.0,63.0,-4.5,-2.0
166,7.5,5.0,11,3.0,female,67.5,65.0,63.0,-4.5,-2.0
166,7.5,5.0,11,3.0,female,67.5,65.0,63.0,-4.5,-2.0
166,7.5,5.0,11,3.0,female,67.5,65.0,63.0,-4.5,-2.0
166,7.5,5.0,11,3.0,female,67.5,65.0,63.0,-4.5,-2.0
166,7.5,5.0,11,2.5,female,67.5,65.0,62.5,-5.0,-2.5
166,7.5,5.0,11,2.0,female,67.5,65.0,62.0,-5.5,-3.0
166,7.5,5.0,11,11.0,male,67.5,65.0,71.0,3.5,6.0
166,7.5,5.0,11,9.0,male,67.5,65.0,69.0,1.5,4.0
167,7.0,4.0,4,11.5,male,67.0,64.0,71.5,4.5,7.5
167,7.0,4.0,4,10.0,male,67.0,64.0,70.0,3.0,6.0
167,7.0,4.0,4,7.0,male,67.0,64.0,67.0,0.0,3.0
167,7.0,4.0,4,7.0,male,67.0,64.0,67.0,0.0,3.0
168,7.0,3.5,8,3.5,female,67.0,63.5,63.5,-3.5,0.0
168,7.0,3.5,8,11.0,male,67.0,63.5,71.0,4.0,7.5
168,7.0,3.5,8,10.2,male,67.0,63.5,70.2,3.2,6.7
168,7.0,3.5,8,9.2,male,67.0,63.5,69.2,2.2,5.7
168,7.0,3.5,8,8.5,male,67.0,63.5,68.5,1.5,5.0
168,7.0,3.5,8,8.0,male,67.0,63.5,68.0,1.0,4.5
168,7.0,3.5,8,7.0,male,67.0,63.5,67.0,0.0,3.5
168,7.0,3.5,8,5.5,male,67.0,63.5,65.5,-1.5,2.0
169,7.0,3.0,3,3.0,female,67.0,63.0,63.0,-4.0,0.0
169,7.0,3.0,3,9.0,male,67.0,63.0,69.0,2.0,6.0
169,7.0,3.0,3,8.0,male,67.0,63.0,68.0,1.0,5.0
17,13.0,4.5,6,6.5,female,73.0,64.5,66.5,-6.5,2.0
17,13.0,4.5,6,2.3,female,73.0,64.5,62.3,-10.7,-2.2
17,13.0,4.5,6,14.0,male,73.0,64.5,74.0,1.0,9.5
17,13.0,4.5,6,13.0,male,73.0,64.5,73.0,0.0,8.5
17,13.0,4.5,6,11.5,male,73.0,64.5,71.5,-1.5,7.0
17,13.0,4.5,6,2.5,male,73.0,64.5,62.5,-10.5,-2.0
170,7.5,2.0,5,6.0,female,67.5,62.0,66.0,-1.5,4.0
170,7.5,2.0,5,10.0,male,67.5,62.0,70.0,2.5,8.0
170,7.5,2.0,5,9.5,male,67.5,62.0,69.5,2.0,7.5
170,7.5,2.0,5,9.0,male,67.5,62.0,69.0,1.5,7.0
170,7.5,2.0,5,8.5,male,67.5,62.0,68.5,1.0,6.5
171,7.0,1.0,1,7.0,male,67.0,61.0,67.0,0.0,6.0
172,6.0,7.0,8,2.0,female,66.0,67.0,62.0,-4.0,-5.0
172,6.0,7.0,8,2.0,female,66.0,67.0,62.0,-4.0,-5.0
172,6.0,7.0,8,1.5,female,66.0,67.0,61.5,-4.5,-5.5
172,6.0,7.0,8,10.5,male,66.0,67.0,70.5,4.5,3.5
172,6.0,7.0,8,10.5,male,66.0,67.0,70.5,4.5,3.5
172,6.0,7.0,8,7.0,male,66.0,67.0,67.0,1.0,0.0
172,6.0,7.0,8,6.0,male,66.0,67.0,66.0,0.0,-1.0
172,6.0,7.0,8,6.0,male,66.0,67.0,66.0,0.0,-1.0
173,6.0,7.0,9,7.0,female,66.0,67.0,67.0,1.0,0.0
173,6.0,7.0,9,4.0,female,66.0,67.0,64.0,-2.0,-3.0
173,6.0,7.0,9,4.0,female,66.0,67.0,64.0,-2.0,-3.0
173,6.0,7.0,9,2.0,female,66.0,67.0,62.0,-4.0,-5.0
173,6.0,7.0,9,0.0,female,66.0,67.0,60.0,-6.0,-7.0
173,6.0,7.0,9,0.0,female,66.0,67.0,60.0,-6.0,-7.0
173,6.0,7.0,9,12.0,male,66.0,67.0,72.0,6.0,5.0
173,6.0,7.0,9,5.0,male,66.0,67.0,65.0,-1.0,-2.0
173,6.0,7.0,9,5.0,male,66.0,67.0,65.0,-1.0,-2.0
173,6.0,7.0,9,0.0,male,66.0,67.0,60.0,-6.0,-7.0
174,6.0,6.0,5,7.0,female,66.0,66.0,67.0,1.0,1.0
174,6.0,6.0,5,6.5,female,66.0,66.0,66.5,0.5,0.5
174,6.0,6.0,5,5.5,female,66.0,66.0,65.5,-0.5,-0.5
174,6.0,6.0,5,6.0,male,66.0,66.0,66.0,0.0,0.0
174,6.0,6.0,5,5.0,male,66.0,66.0,65.0,-1.0,-1.0
175,6.0,6.0,6,6.0,female,66.0,66.0,66.0,0.0,0.0
175,6.0,6.0,6,5.0,female,66.0,66.0,65.0,-1.0,-1.0
175,6.0,6.0,6,2.0,female,66.0,66.0,62.0,-4.0,-4.0
175,6.0,6.0,6,1.0,female,66.0,66.0,61.0,-5.0,-5.0
175,6.0,6.0,6,12.0,male,66.0,66.0,72.0,6.0,6.0
175,6.0,6.0,6,8.0,male,66.0,66.0,68.0,2.0,2.0
176,6.5,5.0,8,2.5,female,66.5,65.0,62.5,-4.0,-2.5
176,6.5,5.0,8,0.5,female,66.5,65.0,60.5,-6.0,-4.5
176,6.5,5.0,8,0.5,female,66.5,65.0,60.5,-6.0,-4.5
176,6.5,5.0,8,-2.5,female,66.5,65.0,57.5,-9.0,-7.5
176,6.5,5.0,8,8.7,male,66.5,65.0,68.7,2.2,3.7
176,6.5,5.0,8,8.5,male,66.5,65.0,68.5,2.0,3.5
176,6.5,5.0,8,6.0,male,66.5,65.0,66.0,-0.5,1.0
176,6.5,5.0,8,6.5,male,66.5,65.0,66.5,0.0,1.5
176,6.5,5.0,8,4.5,male,66.5,65.0,64.5,-2.0,-0.5
177,6.0,5.5,5,6.0,female,66.0,65.5,66.0,0.0,0.5
177,6.0,5.5,5,12.0,female,66.0,65.5,72.0,6.0,6.5
177,6.0,5.5,5,12.0,female,66.0,65.5,72.0,6.0,6.5
177,6.0,5.5,5,5.0,female,66.0,65.5,65.0,-1.0,-0.5
177,6.0,5.5,5,12.0,male,66.0,65.5,72.0,6.0,6.5
177,6.0,5.5,5,11.0,male,66.0,65.5,71.0,5.0,5.5
177,6.0,5.5,5,7.0,male,66.0,65.5,67.0,1.0,1.5
178,6.0,3.0,1,10.0,male,66.0,63.0,70.0,4.0,7.0
179,6.0,3.5,2,4.5,female,66.0,63.5,64.5,-1.5,1.0
179,6.0,3.5,2,2.0,female,66.0,63.5,62.0,-4.0,-1.5
18,13.0,4.0,3,6.0,female,73.0,64.0,66.0,-7.0,2.0
18,13.0,4.0,3,4.5,female,73.0,64.0,64.5,-8.5,0.5
18,13.0,4.0,3,4.0,female,73.0,64.0,64.0,-9.0,0.0
180,6.5,3.0,6,5.0,female,66.5,63.0,65.0,-1.5,2.0
180,6.5,3.0,6,5.0,female,66.5,63.0,65.0,-1.5,2.0
180,6.5,3.0,6,3.0,female,66.5,63.0,63.0,-3.5,0.0
180,6.5,3.0,6,7.2,male,66.5,63.0,67.2,0.7,4.2
180,6.5,3.0,6,7.0,male,66.5,63.0,67.0,0.5,4.0
180,6.5,3.0,6,5.0,male,66.5,63.0,65.0,-1.5,2.0
181,6.5,2.5,7,3.5,female,66.5,62.5,63.5,-3.0,1.0
181,6.5,2.5,7,2.5,female,66.5,62.5,62.5,-4.0,0.0
181,6.5,2.5,7,2.5,female,66.5,62.5,62.5,-4.0,0.0
181,6.5,2.5,7,2.5,female,66.5,62.5,62.5,-4.0,0.0
181,6.5,2.5,7,2.5,female,66.5,62.5,62.5,-4.0,0.0
181,6.5,2.5,7,10.0,male,66.5,62.5,70.0,3.5,7.5
181,6.5,2.5,7,8.0,male,66.5,62.5,68.0,1.5,5.5
182,6.0,1.5,1,10.0,male,66.0,61.5,70.0,4.0,8.5
183,6.0,0.0,4,0.0,female,66.0,60.0,60.0,-6.0,0.0
183,6.0,0.0,4,8.0,male,66.0,60.0,68.0,2.0,8.0
183,6.0,0.0,4,7.0,male,66.0,60.0,67.0,1.0,7.0
183,6.0,0.0,4,5.0,male,66.0,60.0,65.0,-1.0,5.0
184,6.0,0.0,1,5.0,male,66.0,60.0,65.0,-1.0,5.0
185,6.0,-1.0,15,5.0,female,66.0,59.0,65.0,-1.0,6.0
185,6.0,-1.0,15,4.0,female,66.0,59.0,64.0,-2.0,5.0
185,6.0,-1.0,15,3.0,female,66.0,59.0,63.0,-3.0,4.0
185,6.0,-1.0,15,2.0,female,66.0,59.0,62.0,-4.0,3.0
185,6.0,-1.0,15,1.0,female,66.0,59.0,61.0,-5.0,2.0
185,6.0,-1.0,15,0.0,female,66.0,59.0,60.0,-6.0,1.0
185,6.0,-1.0,15,-2.0,female,66.0,59.0,58.0,-8.0,-1.0
185,6.0,-1.0,15,-3.0,female,66.0,59.0,57.0,-9.0,-2.0
185,6.0,-1.0,15,8.0,male,66.0,59.0,68.0,2.0,9.0
185,6.0,-1.0,15,7.0,male,66.0,59.0,67.0,1.0,8.0
185,6.0,-1.0,15,6.5,male,66.0,59.0,66.5,0.5,7.5
185,6.0,-1.0,15,6.0,male,66.0,59.0,66.0,0.0,7.0
185,6.0,-1.0,15,5.7,male,66.0,59.0,65.7,-0.3,6.7
185,6.0,-1.0,15,5.5,male,66.0,59.0,65.5,-0.5,6.5
185,6.0,-1.0,15,5.0,male,66.0,59.0,65.0,-1.0,6.0
186,5.0,7.0,4,5.0,female,65.0,67.0,65.0,0.0,-2.0
186,5.0,7.0,4,6.5,male,65.0,67.0,66.5,1.5,-0.5
186,5.0,7.0,4,6.0,male,65.0,67.0,66.0,1.0,-1.0
186,5.0,7.0,4,6.0,male,65.0,67.0,66.0,1.0,-1.0
187,5.0,7.0,1,3.0,female,65.0,67.0,63.0,-2.0,-4.0
188,5.0,6.0,4,3.0,female,65.0,66.0,63.0,-2.0,-3.0
188,5.0,6.0,4,3.0,female,65.0,66.0,63.0,-2.0,-3.0
188,5.0,6.0,4,0.0,female,65.0,66.0,60.0,-5.0,-6.0
188,5.0,6.0,4,3.0,male,65.0,66.0,63.0,-2.0,-3.0
189,5.0,6.0,5,5.0,female,65.0,66.0,65.0,0.0,-1.0
189,5.0,6.0,5,6.0,female,65.0,66.0,66.0,1.0,0.0
189,5.0,6.0,5,1.0,female,65.0,66.0,61.0,-4.0,-5.0
189,5.0,6.0,5,7.0,male,65.0,66.0,67.0,2.0,1.0
189,5.0,6.0,5,6.0,male,65.0,66.0,66.0,1.0,0.0
189,5.0,6.0,5,6.0,male,65.0,66.0,66.0,1.0,0.0
189,5.0,6.0,5,5.0,male,65.0,66.0,65.0,0.0,-1.0
19,13.2,3.0,1,2.7,female,73.2,63.0,62.7,-10.5,-0.3
190,5.0,5.0,9,5.0,female,65.0,65.0,65.0,0.0,0.0
190,5.0,5.0,9,5.0,female,65.0,65.0,65.0,0.0,0.0
190,5.0,5.0,9,2.0,female,65.0,65.0,62.0,-3.0,-3.0
190,5.0,5.0,9,2.0,female,65.0,65.0,62.0,-3.0,-3.0
190,5.0,5.0,9,1.0,female,65.0,65.0,61.0,-4.0,-4.0
190,5.0,5.0,9,-1.0,female,65.0,65.0,59.0,-6.0,-6.0
190,5.0,5.0,9,9.0,male,65.0,65.0,69.0,4.0,4.0
190,5.0,5.0,9,8.0,male,65.0,65.0,68.0,3.0,3.0
190,5.0,5.0,9,8.0,male,65.0,65.0,68.0,3.0,3.0
191,5.0,5.5,2,5.5,female,65.0,65.5,65.5,0.5,0.0
191,5.0,5.5,2,10.7,male,65.0,65.5,70.7,5.7,5.2
192,5.0,5.0,6,4.5,female,65.0,65.0,64.5,-0.5,-0.5
192,5.0,5.0,6,0.5,female,65.0,65.0,60.5,-4.5,-4.5
192,5.0,5.0,6,9.2,male,65.0,65.0,69.2,4.2,4.2
192,5.0,5.0,6,9.0,male,65.0,65.0,69.0,4.0,4.0
192,5.0,5.0,6,8.0,male,65.0,65.0,68.0,3.0,3.0
192,5.0,5.0,6,7.7,male,65.0,65.0,67.7,2.7,2.7
193,5.0,4.0,6,4.0,female,65.0,64.0,64.0,-1.0,0.0
193,5.0,4.0,6,4.0,female,65.0,64.0,64.0,-1.0,0.0
193,5.0,4.0,6,2.5,female,65.0,64.0,62.5,-2.5,-1.5
193,5.0,4.0,6,0.5,female,65.0,64.0,60.5,-4.5,-3.5
193,5.0,4.0,6,7.0,male,65.0,64.0,67.0,2.0,3.0
193,5.0,4.0,6,7.0,male,65.0,64.0,67.0,2.0,3.0
194,5.0,3.0,2,3.0,female,65.0,63.0,63.0,-2.0,0.0
194,5.0,3.0,2,10.0,male,65.0,63.0,70.0,5.0,7.0
195,5.0,3.0,3,3.0,female,65.0,63.0,63.0,-2.0,0.0
195,5.0,3.0,3,6.0,male,65.0,63.0,66.0,1.0,3.0
195,5.0,3.0,3,6.0,male,65.0,63.0,66.0,1.0,3.0
196,5.5,3.0,4,3.5,female,65.5,63.0,63.5,-2.0,0.5
196,5.5,3.0,4,11.0,male,65.5,63.0,71.0,5.5,8.0
196,5.5,3.0,4,11.0,male,65.5,63.0,71.0,5.5,8.0
196,5.5,3.0,4,9.0,male,65.5,63.0,69.0,3.5,6.0
197,5.5,0.0,5,2.0,female,65.5,60.0,62.0,-3.5,2.0
197,5.5,0.0,5,8.0,male,65.5,60.0,68.0,2.5,8.0
197,5.5,0.0,5,8.0,male,65.5,60.0,68.0,2.5,8.0
197,5.5,0.0,5,7.0,male,65.5,60.0,67.0,1.5,7.0
197,5.5,0.0,5,7.0,male,65.5,60.0,67.0,1.5,7.0
198,4.0,4.0,7,5.5,female,64.0,64.0,65.5,1.5,1.5
198,4.0,4.0,7,4.0,female,64.0,64.0,64.0,0.0,0.0
198,4.0,4.0,7,2.0,female,64.0,64.0,62.0,-2.0,-2.0
198,4.0,4.0,7,2.0,female,64.0,64.0,62.0,-2.0,-2.0
198,4.0,4.0,7,1.0,female,64.0,64.0,61.0,-3.0,-3.0
198,4.0,4.0,7,11.5,male,64.0,64.0,71.5,7.5,7.5
198,4.0,4.0,7,8.0,male,64.0,64.0,68.0,4.0,4.0
199,4.0,4.0,7,7.0,female,64.0,64.0,67.0,3.0,3.0
199,4.0,4.0,7,5.0,female,64.0,64.0,65.0,1.0,1.0
199,4.0,4.0,7,4.0,female,64.0,64.0,64.0,0.0,0.0
199,4.0,4.0,7,4.0,female,64.0,64.0,64.0,0.0,0.0
199,4.0,4.0,7,0.0,female,64.0,64.0,60.0,-4.0,-4.0
199,4.0,4.0,7,10.5,male,64.0,64.0,70.5,6.5,6.5
199,4.0,4.0,7,8.0,male,64.0,64.0,68.0,4.0,4.0
2,15.5,6.5,4,5.5,female,75.5,66.5,65.5,-10.0,-1.0
2,15.5,6.5,4,5.5,female,75.5,66.5,65.5,-10.0,-1.0
2,15.5,6.5,4,13.5,male,75.5,66.5,73.5,-2.0,7.0
2,15.5,6.5,4,12.5,male,75.5,66.5,72.5,-3.0,6.0
20,12.7,9.0,8,10.0,female,72.7,69.0,70.0,-2.7,1.0
20,12.7,9.0,8,9.0,female,72.7,69.0,69.0,-3.7,0.0
20,12.7,9.0,8,8.5,female,72.7,69.0,68.5,-4.2,-0.5
20,12.7,9.0,8,8.0,female,72.7,69.0,68.0,-4.7,-1.0
20,12.7,9.0,8,6.0,female,72.7,69.0,66.0,-6.7,-3.0
20,12.7,9.0,8,13.2,male,72.7,69.0,73.2,0.5,4.2
20,12.7,9.0,8,13.0,male,72.7,69.0,73.0,0.3,4.0
20,12.7,9.0,8,12.7,male,72.7,69.0,72.7,0.0,3.7
200,4.0,3.0,1,4.5,male,64.0,63.0,64.5,0.5,1.5
201,4.0,0.0,2,0.0,female,64.0,60.0,60.0,-4.0,0.0
201,4.0,0.0,2,6.0,male,64.0,60.0,66.0,2.0,6.0
202,3.0,3.5,2,3.0,female,63.0,63.5,63.0,0.0,-0.5
202,3.0,3.5,2,8.5,male,63.0,63.5,68.5,5.5,5.0
203,2.0,6.0,3,2.0,female,62.0,66.0,62.0,0.0,-4.0
203,2.0,6.0,3,1.0,female,62.0,66.0,61.0,-1.0,-5.0
203,2.0,6.0,3,4.0,male,62.0,66.0,64.0,2.0,-2.0
204,2.5,3.0,2,-3.0,female,62.5,63.0,57.0,-5.5,-6.0
204,2.5,3.0,2,6.5,male,62.5,63.0,66.5,4.0,3.5
21,12.0,8.0,3,8.5,female,72.0,68.0,68.5,-3.5,0.5
21,12.0,8.0,3,8.0,female,72.0,68.0,68.0,-4.0,0.0
21,12.0,8.0,3,13.0,male,72.0,68.0,73.0,1.0,5.0
22,12.0,7.0,3,7.0,female,72.0,67.0,67.0,-5.0,0.0
22,12.0,7.0,3,13.0,male,72.0,67.0,73.0,1.0,6.0
22,12.0,7.0,3,11.0,male,72.0,67.0,71.0,-1.0,4.0
23,12.0,5.0,7,6.0,female,72.0,65.0,66.0,-6.0,1.0
23,12.0,5.0,7,5.5,female,72.0,65.0,65.5,-6.5,0.5
23,12.0,5.0,7,5.0,female,72.0,65.0,65.0,-7.0,0.0
23,12.0,5.0,7,5.0,female,72.0,65.0,65.0,-7.0,0.0
23,12.0,5.0,7,14.2,male,72.0,65.0,74.2,2.2,9.2
23,12.0,5.0,7,10.5,male,72.0,65.0,70.5,-1.5,5.5
23,12.0,5.0,7,9.5,male,72.0,65.0,69.5,-2.5,4.5
24,12.0,5.5,1,5.5,female,72.0,65.5,65.5,-6.5,0.0
25,12.0,4.0,2,6.0,female,72.0,64.0,66.0,-6.0,2.0
25,12.0,4.0,2,3.0,female,72.0,64.0,63.0,-9.0,-1.0
26,12.0,3.0,5,5.0,female,72.0,63.0,65.0,-7.0,2.0
26,12.0,3.0,5,3.0,female,72.0,63.0,63.0,-9.0,0.0
26,12.0,3.0,5,10.5,male,72.0,63.0,70.5,-1.5,7.5
26,12.0,3.0,5,10.5,male,72.0,63.0,70.5,-1.5,7.5
26,12.0,3.0,5,9.0,male,72.0,63.0,69.0,-3.0,6.0
27,12.0,3.0,3,3.0,female,72.0,63.0,63.0,-9.0,0.0
27,12.0,3.0,3,9.0,male,72.0,63.0,69.0,-3.0,6.0
27,12.0,3.0,3,7.0,male,72.0,63.0,67.0,-5.0,4.0
28,12.0,3.0,6,10.5,female,72.0,63.0,70.5,-1.5,7.5
28,12.0,3.0,6,10.0,female,72.0,63.0,70.0,-2.0,7.0
28,12.0,3.0,6,6.5,female,72.0,63.0,66.5,-5.5,3.5
28,12.0,3.0,6,3.0,female,72.0,63.0,63.0,-9.0,0.0
28,12.0,3.0,6,13.0,male,72.0,63.0,73.0,1.0,10.0
28,12.0,3.0,6,7.0,male,72.0,63.0,67.0,-5.0,4.0
29,12.5,3.5,3,7.5,female,72.5,63.5,67.5,-5.0,4.0
29,12.5,3.5,3,7.2,female,72.5,63.5,67.2,-5.3,3.7
29,12.5,3.5,3,6.7,female,72.5,63.5,66.7,-5.8,3.2
3,15.0,4.0,2,8.0,female,75.0,64.0,68.0,-7.0,4.0
3,15.0,4.0,2,11.0,male,75.0,64.0,71.0,-4.0,7.0
30,12.0,2.0,1,4.0,female,72.0,62.0,64.0,-8.0,2.0
31,12.5,2.0,6,6.0,female,72.5,62.0,66.0,-6.5,4.0
31,12.5,2.0,6,5.0,female,72.5,62.0,65.0,-7.5,3.0
31,12.5,2.0,6,5.0,female,72.5,62.0,65.0,-7.5,3.0
31,12.5,2.0,6,11.0,male,72.5,62.0,71.0,-1.5,9.0
31,12.5,2.0,6,10.0,male,72.5,62.0,70.0,-2.5,8.0
31,12.5,2.0,6,10.0,male,72.5,62.0,70.0,-2.5,8.0
32,12.0,2.0,5,7.5,female,72.0,62.0,67.5,-4.5,5.5
32,12.0,2.0,5,3.5,female,72.0,62.0,63.5,-8.5,1.5
32,12.0,2.0,5,14.0,male,72.0,62.0,74.0,2.0,12.0
32,12.0,2.0,5,12.0,male,72.0,62.0,72.0,0.0,10.0
32,12.0,2.0,5,9.0,male,72.0,62.0,69.0,-3.0,7.0
33,12.0,2.0,5,8.0,female,72.0,62.0,68.0,-4.0,6.0
33,12.0,2.0,5,12.0,male,72.0,62.0,72.0,0.0,10.0
33,12.0,2.0,5,11.5,male,72.0,62.0,71.5,-0.5,9.5
33,12.0,2.0,5,11.5,male,72.0,62.0,71.5,-0.5,9.5
33,12.0,2.0,5,10.0,male,72.0,62.0,70.0,-2.0,8.0
34,12.0,1.0,1,5.7,female,72.0,61.0,65.7,-6.3,4.7
35,11.0,9.0,5,7.0,female,71.0,69.0,67.0,-4.0,-2.0
35,11.0,9.0,5,18.0,male,71.0,69.0,78.0,7.0,9.0
35,11.0,9.0,5,14.0,male,71.0,69.0,74.0,3.0,5.0
35,11.0,9.0,5,13.0,male,71.0,69.0,73.0,2.0,4.0
35,11.0,9.0,5,12.0,male,71.0,69.0,72.0,1.0,3.0
36,11.0,7.0,4,7.0,female,71.0,67.0,67.0,-4.0,0.0
36,11.0,7.0,4,13.2,male,71.0,67.0,73.2,2.2,6.2
36,11.0,7.0,4,13.0,male,71.0,67.0,73.0,2.0,6.0
36,11.0,7.0,4,9.0,male,71.0,67.0,69.0,-2.0,2.0
37,11.0,6.0,4,7.0,female,71.0,66.0,67.0,-4.0,1.0
37,11.0,6.0,4,7.0,female,71.0,66.0,67.0,-4.0,1.0
37,11.0,6.0,4,6.5,female,71.0,66.0,66.5,-4.5,0.5
37,11.0,6.0,4,10.0,male,71.0,66.0,70.0,-1.0,4.0
38,11.0,6.0,6,6.0,female,71.0,66.0,66.0,-5.0,0.0
38,11.0,6.0,6,4.5,female,71.0,66.0,64.5,-6.5,-1.5
38,11.0,6.0,6,3.0,female,71.0,66.0,63.0,-8.0,-3.0
38,11.0,6.0,6,10.0,male,71.0,66.0,70.0,-1.0,4.0
38,11.0,6.0,6,9.0,male,71.0,66.0,69.0,-2.0,3.0
38,11.0,6.0,6,8.5,male,71.0,66.0,68.5,-2.5,2.5
39,11.0,6.0,2,7.0,female,71.0,66.0,67.0,-4.0,1.0
39,11.0,6.0,2,11.0,male,71.0,66.0,71.0,0.0,5.0
4,15.0,4.0,5,7.0,female,75.0,64.0,67.0,-8.0,3.0
4,15.0,4.0,5,4.5,female,75.0,64.0,64.5,-10.5,0.5
4,15.0,4.0,5,3.0,female,75.0,64.0,63.0,-12.0,-1.0
4,15.0,4.0,5,10.5,male,75.0,64.0,70.5,-4.5,6.5
4,15.0,4.0,5,8.5,male,75.0,64.0,68.5,-6.5,4.5
40,11.0,6.0,5,6.0,female,71.0,66.0,66.0,-5.0,0.0
40,11.0,6.0,5,16.0,male,71.0,66.0,76.0,5.0,10.0
40,11.0,6.0,5,12.0,male,71.0,66.0,72.0,1.0,6.0
40,11.0,6.0,5,11.0,male,71.0,66.0,71.0,0.0,5.0
40,11.0,6.0,5,6.0,male,71.0,66.0,66.0,-5.0,0.0
41,11.7,5.5,1,10.5,male,71.7,65.5,70.5,-1.2,5.0
42,11.0,5.5,6,6.0,female,71.0,65.5,66.0,-5.0,0.5
42,11.0,5.5,6,5.0,female,71.0,65.5,65.0,-6.0,-0.5
42,11.0,5.5,6,12.0,male,71.0,65.5,72.0,1.0,6.5
42,11.0,5.5,6,12.0,male,71.0,65.5,72.0,1.0,6.5
42,11.0,5.5,6,11.0,male,71.0,65.5,71.0,0.0,5.5
42,11.0,5.5,6,9.0,male,71.0,65.5,69.0,-2.0,3.5
43,11.5,5.5,2,5.2,female,71.5,65.5,65.2,-6.3,-0.3
43,11.5,5.5,2,13.0,male,71.5,65.5,73.0,1.5,7.5
44,11.5,5.0,2,8.5,male,71.5,65.0,68.5,-3.0,3.5
44,11.5,5.0,2,7.7,male,71.5,65.0,67.7,-3.8,2.7
45,11.0,5.0,3,2.0,female,71.0,65.0,62.0,-9.0,-3.0
45,11.0,5.0,3,8.0,male,71.0,65.0,68.0,-3.0,3.0
45,11.0,5.0,3,8.0,male,71.0,65.0,68.0,-3.0,3.0
46,11.0,4.0,8,8.0,female,71.0,64.0,68.0,-3.0,4.0
46,11.0,4.0,8,8.0,female,71.0,64.0,68.0,-3.0,4.0
46,11.0,4.0,8,7.5,female,71.0,64.0,67.5,-3.5,3.5
46,11.0,4.0,8,6.5,female,71.0,64.0,66.5,-4.5,2.5
46,11.0,4.0,8,6.5,female,71.0,64.0,66.5,-4.5,2.5
46,11.0,4.0,8,6.0,female,71.0,64.0,66.0,-5.0,2.0
46,11.0,4.0,8,5.5,female,71.0,64.0,65.5,-5.5,1.5
46,11.0,4.0,8,5.0,female,71.0,64.0,65.0,-6.0,1.0
47,11.7,4.5,4,7.0,female,71.7,64.5,67.0,-4.7,2.5
47,11.7,4.5,4,12.0,male,71.7,64.5,72.0,0.3,7.5
47,11.7,4.5,4,11.0,male,71.7,64.5,71.0,-0.7,6.5
47,11.7,4.5,4,10.5,male,71.7,64.5,70.5,-1.2,6.0
48,11.0,4.0,3,8.0,male,71.0,64.0,68.0,-3.0,4.0
48,11.0,4.0,3,8.0,male,71.0,64.0,68.0,-3.0,4.0
48,11.0,4.0,3,8.0,male,71.0,64.0,68.0,-3.0,4.0
49,11.5,4.5,7,6.0,female,71.5,64.5,66.0,-5.5,1.5
49,11.5,4.5,7,4.5,female,71.5,64.5,64.5,-7.0,0.0
49,11.5,4.5,7,4.5,female,71.5,64.5,64.5,-7.0,0.0
49,11.5,4.5,7,2.0,female,71.5,64.5,62.0,-9.5,-2.5
49,11.5,4.5,7,12.0,male,71.5,64.5,72.0,0.5,7.5
49,11.5,4.5,7,11.0,male,71.5,64.5,71.0,-0.5,6.5
49,11.5,4.5,7,10.0,male,71.5,64.5,70.0,-1.5,5.5
5,15.0,-1.5,6,6.5,female,75.0,58.5,66.5,-8.5,8.0
5,15.0,-1.5,6,2.5,female,75.0,58.5,62.5,-12.5,4.0
5,15.0,-1.5,6,2.5,female,75.0,58.5,62.5,-12.5,4.0
5,15.0,-1.5,6,12.0,male,75.0,58.5,72.0,-3.0,13.5
5,15.0,-1.5,6,9.0,male,75.0,58.5,69.0,-6.0,10.5
5,15.0,-1.5,6,8.0,male,75.0,58.5,68.0,-7.0,9.5
50,11.0,4.5,2,2.0,female,71.0,64.5,62.0,-9.0,-2.5
50,11.0,4.5,2,13.0,male,71.0,64.5,73.0,2.0,8.5
51,11.2,3.0,2,7.5,female,71.2,63.0,67.5,-3.7,4.5
51,11.2,3.0,2,4.5,female,71.2,63.0,64.5,-6.7,1.5
52,11.0,3.5,5,6.0,female,71.0,63.5,66.0,-5.0,2.5
52,11.0,3.5,5,5.0,female,71.0,63.5,65.0,-6.0,1.5
52,11.0,3.5,5,3.5,female,71.0,63.5,63.5,-7.5,0.0
52,11.0,3.5,5,11.0,male,71.0,63.5,71.0,0.0,7.5
52,11.0,3.5,5,7.0,male,71.0,63.5,67.0,-4.0,3.5
53,11.0,3.0,9,5.0,female,71.0,63.0,65.0,-6.0,2.0
53,11.0,3.0,9,5.0,female,71.0,63.0,65.0,-6.0,2.0
