id,name,stage,galar_dex,exp_group,hatch_cycles,height,weight,color,description,hp,atk,def,spa,spd,spe,ev_hp,ev_atk,ev_def,ev_spa,ev_spd,ev_spe,ability1,ability2,ability3,type1,type2,item1_name,item1_chance,item2_name,item2_chance,item3_name,item3_chance,egg_group1,egg_group2,n_levelup_moves,n_egg_moves,n_tms,n_trs,n_evolutions
197,Umbreon,2,201,MediumFast,35,1.0,27.0,Black,"On the night of a full moon, or when it gets excited, the ring patterns on its body glow yellow.",95,65,110,60,130,65,0,0,0,0,2,0,Synchronize,Synchronize,Inner Focus,Dark,,,,,,,,Field,,25,0,25,17,0
202,Wobbuffet,2,217,MediumFast,20,1.3,28.5,Blue,"To keep its pitch-black tail hidden, it lives quietly in the darkness. It is never first to attack.",190,33,58,33,58,33,2,0,0,0,0,0,Shadow Tag,Shadow Tag,Telepathy,Psychic,,,,,,,,Amorphous,,12,0,2,2,0
208,Steelix,2,179,MediumFast,25,9.2,400.0,Gray,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.,75,85,200,55,65,30,0,0,2,0,0,0,Rock Head,Sturdy,Sheer Force,Steel,Ground,None,50.0,Metal Coat,5.0,None,1.0,Mineral,,24,0,26,23,0
211,Qwilfish,1,304,MediumFast,20,0.5,3.9,Gray,The small spikes covering its body developed from scales. They inject a toxin that causes fainting.,65,95,85,55,55,85,0,1,0,0,0,0,Poison Point,Swift Swim,Intimidate,Water,Poison,None,50.0,Poison Barb,5.0,None,1.0,Water2,,19,8,23,22,0
213,Shuckle,2,227,MediumSlow,20,0.6,20.5,Yellow,"The berries stored in its vaselike shell eventually become a thick, pulpy juice.",20,10,230,10,230,5,0,0,1,0,1,0,Sturdy,Gluttony,Contrary,Bug,Rock,Berry Juice,50.0,Berry Juice,5.0,None,1.0,Bug,,16,9,18,14,0
215,Sneasel,1,292,MediumSlow,20,0.9,28.0,Black,"It has a cunning yet savage disposition. It waits for parents to leave their nests, and then it sneaks in to steal their eggs.",55,95,55,35,75,115,0,0,0,0,0,1,Inner Focus,Keen Eye,Pickpocket,Dark,Ice,None,50.0,Quick Claw,5.0,None,1.0,Field,,12,8,31,18,1
220,Swinub,1,75,Slow,20,0.4,6.5,Brown,"If it smells something enticing, it dashes off headlong to find the source of the aroma.",50,50,40,30,30,50,0,1,0,0,0,0,Oblivious,Snow Cloak,Thick Fat,Ice,Ground,,,,,,,Field,,12,7,21,11,1
221,Piloswine,2,76,Slow,20,1.1,55.8,Brown,"Although its legs are short, its rugged hooves prevent it from slipping, even on icy ground.",100,100,80,60,60,50,1,1,0,0,0,0,Oblivious,Snow Cloak,Thick Fat,Ice,Ground,,,,,,,Field,,16,0,25,13,1
222,Corsola,2,236,Fast,20,0.6,5.0,Pink,"These Pokémon live in warm seas. In prehistoric times, many lived in the oceans around the Galar region as well.",65,55,95,65,95,35,0,0,1,0,1,0,Hustle,Natural Cure,Regenerator,Water,Rock,None,50.0,Luminous Moss,5.0,None,1.0,Water1,Water3,13,6,25,21,0
949,Corsola 1,2,236,Fast,20,0.6,0.5,White,Evolves into Cursola-0 @ 38 (LevelUp) [0],60,55,100,65,100,30,0,0,0,0,1,0,Weak Armor,Weak Armor,Cursed Body,Ghost,,,,,,,,Water1,Water3,13,6,28,21,1
223,Remoraid,1,148,MediumFast,20,0.6,12.0,Gray,"Using its dorsal fin as a suction pad, it clings to a Mantine’s underside to scavenge for leftovers.",35,65,35,65,35,65,0,0,0,1,0,0,Hustle,Sniper,Moody,Water,,,,,,,,Water1,Water2,13,6,23,15,1
224,Octillery,2,149,MediumFast,20,0.9,28.5,Red,"It traps enemies with its suction-cupped tentacles, then smashes them with its rock-hard head.",75,105,75,105,75,45,0,1,0,1,0,0,Suction Cups,Sniper,Moody,Water,,,,,,,,Water1,Water2,18,0,25,20,0
225,Delibird,2,78,Fast,20,0.9,16.0,Red,"It has a generous habit of sharing its food with people and Pokémon, so it’s always scrounging around for more food.",45,55,45,65,45,75,0,0,0,0,0,1,Vital Spirit,Hustle,Insomnia,Ice,Flying,,,,,,,Water1,Field,2,11,25,14,0
226,Mantine,2,355,Slow,25,2.1,220.0,Purple,"As it majestically swims, it doesn’t care if Remoraid attach to it to scavenge for its leftovers.",85,40,70,80,140,70,0,0,0,0,2,0,Swift Swim,Water Absorb,Water Veil,Water,Flying,,,,,,,Water1,,17,7,25,19,0
236,Tyrogue,1,107,MediumFast,25,0.7,21.0,Purple,"Even though it is small, it can’t be ignored because it will slug any handy target without warning.",35,35,35,35,35,35,0,1,0,0,0,0,Guts,Steadfast,Vital Spirit,Fighting,,,,,,,,Undiscovered,,4,8,18,10,3
237,Hitmontop,2,110,MediumFast,25,1.4,48.0,Brown,"After doing a handstand to throw off the opponent’s timing, it presents its fancy kick moves.",50,95,95,35,110,70,0,0,0,0,2,0,Intimidate,Technician,Steadfast,Fighting,,,,,,,,HumanLike,,20,0,22,16,0
246,Larvitar,1,383,Slow,40,0.6,72.0,Green,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",50,64,50,45,50,41,0,1,0,0,0,0,Guts,Guts,Sand Veil,Rock,Ground,,,,,,,Monster,,16,3,23,20,1
247,Pupitar,2,384,Slow,40,1.2,152.0,Gray,"It will not stay still, even while it’s a pupa. It already has arms and legs under its solid shell.",70,84,70,65,70,51,0,2,0,0,0,0,Shed Skin,Shed Skin,Shed Skin,Rock,Ground,,,,,,,Monster,,18,0,23,20,1
248,Tyranitar,3,385,Slow,40,2.0,202.0,Green,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.,100,134,110,95,100,61,0,3,0,0,0,0,Sand Stream,Sand Stream,Unnerve,Rock,Dark,,,,,,,Monster,,21,0,41,36,0
251,Celebi,3,foreign,MediumSlow,120,0.6,5.0,Green,"This Pokémon traveled through time to come from the future. It bolsters grass and trees with its own strength, and it can heal wounds, too.",100,100,100,100,100,100,3,0,0,0,0,0,Natural Cure,Natural Cure,Natural Cure,Psychic,Grass,Lum Berry,50.0,Lum Berry,5.0,None,1.0,Undiscovered,,12,0,30,26,0
263,Zigzagoon,1,31,MediumFast,15,0.4,17.5,Brown,"Zigzagoon that adapted to regions outside Galar acquired this appearance. If you’ve lost something, this Pokémon can likely find it.",38,30,41,30,41,60,0,0,0,0,0,1,Pickup,Gluttony,Quick Feet,Normal,,Potion,50.0,Revive,5.0,None,1.0,Field,,14,3,21,17,1
950,Zigzagoon 1,1,31,MediumFast,15,0.4,17.5,White,Evolves into Linoone-1 @ 20 (LevelUp) [0],38,30,41,30,41,60,0,0,0,0,0,1,Pickup,Gluttony,Quick Feet,Dark,Normal,,,,,,,Field,,14,3,25,18,1
264,Linoone,2,32,MediumFast,15,0.5,32.5,White,It uses its explosive speed and razor-sharp claws to bring down prey. Running along winding paths is not its strong suit.,78,70,61,50,61,100,0,0,0,0,0,2,Pickup,Gluttony,Quick Feet,Normal,,Potion,50.0,Max Revive,5.0,None,1.0,Field,,19,0,25,19,0
951,Linoone 1,2,32,MediumFast,15,0.5,32.5,White,Evolves into Obstagoon-0 @ 35 (LevelUpNight) [0],78,70,61,50,61,100,0,0,0,0,0,2,Pickup,Gluttony,Quick Feet,Dark,Normal,,,,,,,Field,,19,0,29,20,1
270,Lotad,1,36,MediumSlow,15,0.5,2.6,Green,Its leaf grew too large for it to live on land. That is how it began to live floating in the water.,40,30,30,40,50,30,0,0,0,0,1,0,Swift Swim,Rain Dish,Own Tempo,Water,Grass,None,50.0,Mental Herb,5.0,None,1.0,Water1,Grass,13,7,15,14,1
271,Lombre,2,37,MediumSlow,15,1.2,32.5,Green,It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.,60,50,50,60,70,50,0,0,0,0,2,0,Swift Swim,Rain Dish,Own Tempo,Water,Grass,None,50.0,Mental Herb,5.0,None,1.0,Water1,Grass,18,0,25,19,1
272,Ludicolo,3,38,MediumSlow,15,1.5,55.0,Green,"If it hears festive music, it begins moving in rhythm in order to amplify its power.",80,70,70,90,100,70,0,0,0,0,3,0,Swift Swim,Rain Dish,Own Tempo,Water,Grass,None,50.0,Mental Herb,5.0,None,1.0,Water1,Grass,18,0,28,23,0
273,Seedot,1,39,MediumSlow,15,0.5,4.0,Brown,It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall.,40,40,50,30,30,30,0,0,1,0,0,0,Chlorophyll,Early Bird,Pickpocket,Grass,,None,50.0,Power Herb,5.0,None,1.0,Field,Grass,13,6,18,12,1
274,Nuzleaf,2,40,MediumSlow,15,1.0,28.0,Brown,They live in holes bored in large trees. The sound of Nuzleaf’s grass flute fills listeners with dread.,70,70,40,60,40,60,0,2,0,0,0,0,Chlorophyll,Early Bird,Pickpocket,Grass,Dark,None,50.0,Power Herb,5.0,None,1.0,Field,Grass,21,0,30,15,1
275,Shiftry,3,41,MediumSlow,15,1.3,59.6,Brown,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.,90,100,60,90,60,80,0,3,0,0,0,0,Chlorophyll,Early Bird,Pickpocket,Grass,Dark,None,50.0,Power Herb,5.0,None,1.0,Field,Grass,24,0,37,21,0
278,Wingull,1,62,MediumFast,20,0.6,9.5,White,It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the sea’s edge.,40,30,30,55,30,85,0,0,0,0,0,1,Keen Eye,Hydration,Rain Dish,Water,Flying,Pretty Feather,50.0,None,5.0,None,1.0,Water1,Flying,11,8,16,10,1
279,Pelipper,2,63,MediumFast,20,1.2,28.0,Yellow,"Skimming the water’s surface, it dips its large bill in the sea, scoops up food and water, and carries it.",60,50,100,95,70,65,0,0,2,0,0,0,Keen Eye,Drizzle,Rain Dish,Water,Flying,Pretty Feather,50.0,None,5.0,None,1.0,Water1,Flying,19,0,22,15,0
280,Ralts,1,120,Slow,20,0.4,6.6,White,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly.",28,25,25,45,35,40,0,0,0,1,0,0,Synchronize,Trace,Telepathy,Psychic,Fairy,,,,,,,HumanLike,Amorphous,15,8,31,20,1
281,Kirlia,2,121,Slow,20,0.8,20.2,White,It has a psychic power that enables it to distort the space around it and see into the future.,38,35,35,65,55,50,0,0,0,2,0,0,Synchronize,Trace,Telepathy,Psychic,Fairy,,,,,,,HumanLike,Amorphous,15,0,31,20,2
282,Gardevoir,3,122,Slow,20,1.6,48.4,White,"To protect its Trainer, it will expend all its psychic power to create a small black hole.",68,65,65,125,115,80,0,0,0,3,0,0,Synchronize,Trace,Telepathy,Psychic,Fairy,,,,,,,HumanLike,Amorphous,21,0,37,22,0
290,Nincada,1,104,Erratic,15,0.5,5.5,Gray,It can sometimes live underground for more than 10 years. It absorbs nutrients from the roots of trees.,31,45,90,30,30,40,0,0,1,0,0,0,Compound Eyes,Compound Eyes,Run Away,Bug,Ground,None,50.0,Soft Sand,5.0,None,1.0,Bug,,10,5,11,7,1
291,Ninjask,2,105,Erratic,15,0.8,12.0,Yellow,"This Pokémon is so quick, it is said to be able to avoid any attack. It loves to feed on tree sap.",61,90,45,50,50,160,0,0,0,0,0,2,Speed Boost,Speed Boost,Infiltrator,Bug,Flying,,,,,,,Bug,,23,0,19,11,0
292,Shedinja,2,106,Erratic,15,0.8,1.2,Brown,"A strange Pokémon—it flies without moving its wings, has a hollow shell for a body, and does not breathe.",1,90,45,30,30,40,2,0,0,0,0,0,Wonder Guard,Wonder Guard,Wonder Guard,Bug,Ghost,,,,,,,Mineral,,17,0,18,10,0
302,Sableye,2,294,MediumSlow,25,0.5,11.0,Purple,"It feeds on gemstone crystals. In darkness, its eyes sparkle with the glitter of jewels.",50,75,75,65,65,50,0,1,1,0,0,0,Keen Eye,Stall,Prankster,Dark,Ghost,None,50.0,Wide Lens,5.0,None,1.0,HumanLike,,18,6,30,21,0
303,Mawile,2,295,Fast,20,0.6,11.5,Black,It chomps with its gaping mouth. Its huge jaws are actually steel horns that have been transformed.,50,85,85,55,55,50,0,1,1,0,0,0,Hyper Cutter,Intimidate,Sheer Force,Steel,Fairy,None,50.0,Iron Ball,5.0,None,1.0,Field,Fairy,16,5,33,24,0
309,Electrike,1,66,Slow,20,0.6,15.2,Green,It stores electricity in its fur. It gives off sparks from all over its body in seasons when the air is dry.,40,45,40,65,40,65,0,0,0,0,0,1,Static,Lightning Rod,Minus,Electric,,,,,,,,Field,,13,4,17,14,1
310,Manectric,2,67,Slow,20,1.5,40.2,Yellow,It rarely appears before people. It is said to nest where lightning has fallen.,70,75,60,105,60,105,0,0,0,0,0,2,Static,Lightning Rod,Minus,Electric,,,,,,,,Field,,15,0,21,16,0
315,Roselia,2,60,MediumSlow,20,0.3,2.0,Green,"It uses the different poisons in each hand separately when it attacks. The stronger its aroma, the healthier it is.",50,60,45,100,80,65,0,0,0,2,0,0,Natural Cure,Poison Point,Leaf Guard,Grass,Poison,None,50.0,Poison Barb,5.0,None,1.0,Fairy,Grass,18,5,16,17,1
320,Wailmer,1,356,Fluctuating,40,2.0,130.0,Blue,"When it sucks in a large volume of seawater, it becomes like a big, bouncy ball. It eats a ton of food daily.",130,70,35,70,35,60,1,0,0,0,0,0,Water Veil,Oblivious,Pressure,Water,,,,,,,,Field,Water2,16,9,18,16,1
321,Wailord,2,357,Fluctuating,40,14.5,398.0,Blue,Its immense size is the reason for its popularity. Wailord watching is a favorite sightseeing activity in various parts of the world.,170,90,45,90,45,60,2,0,0,0,0,0,Water Veil,Oblivious,Pressure,Water,,,,,,,,Field,Water2,18,0,20,18,0
324,Torkoal,2,300,MediumFast,20,0.5,80.4,Brown,You find abandoned coal mines full of them. They dig tirelessly in search of coal.,70,85,140,85,70,20,0,0,2,0,0,0,White Smoke,Drought,Shell Armor,Fire,,None,50.0,Charcoal,5.0,None,1.0,Field,,18,5,18,20,0
328,Trapinch,1,321,MediumSlow,20,0.7,15.0,Brown,It makes an inescapable conical pit and lies in wait at the bottom for prey to come tumbling down.,45,100,45,45,45,10,0,1,0,0,0,0,Hyper Cutter,Arena Trap,Sheer Force,Ground,,None,50.0,Soft Sand,5.0,None,1.0,Bug,Dragon,14,7,17,9,1
329,Vibrava,2,322,MediumSlow,20,1.1,15.3,Green,"To help make its wings grow, it dissolves quantities of prey in its digestive juices and guzzles them down every day.",50,70,50,50,50,70,0,1,0,0,0,1,Levitate,Levitate,Levitate,Ground,Dragon,,,,,,,Bug,Dragon,23,0,23,15,1
330,Flygon,3,323,MediumSlow,20,2.0,82.0,Green,It is nicknamed the Desert Spirit because the flapping of its wings sounds like a woman singing.,80,100,80,80,80,100,0,1,0,0,0,2,Levitate,Levitate,Levitate,Ground,Dragon,,,,,,,Bug,Dragon,26,0,31,21,0
337,Lunatone,2,362,Fast,25,1.0,168.0,Yellow,It was discovered at the site of a meteor strike 40 years ago. Its stare can lull its foes to sleep.,90,55,65,95,85,70,0,0,0,2,0,0,Levitate,Levitate,Levitate,Rock,Psychic,Stardust,50.0,Moon Stone,5.0,None,1.0,Mineral,,16,0,29,26,0
338,Solrock,2,363,Fast,25,1.2,154.0,Red,"Solar energy is the source of its power, so it is strong during the daytime. When it spins, its body shines.",90,95,85,55,65,70,0,2,0,0,0,0,Levitate,Levitate,Levitate,Rock,Psychic,Stardust,50.0,Sun Stone,5.0,None,1.0,Mineral,,16,0,31,28,0
339,Barboach,1,228,MediumFast,20,0.4,1.9,Gray,It probes muddy riverbeds with its two long whiskers. A slimy film protects its body.,50,48,43,46,41,60,1,0,0,0,0,0,Oblivious,Anticipation,Hydration,Water,Ground,,,,,,,Water2,,11,4,16,15,1
340,Whiscash,2,229,MediumFast,20,0.9,23.6,Blue,"It claims a large swamp to itself. If a foe comes near it, it sets off tremors by thrashing around.",110,78,73,76,71,60,2,0,0,0,0,0,Oblivious,Anticipation,Hydration,Water,Ground,,,,,,,Water2,,16,0,22,19,0
341,Corphish,1,102,Fluctuating,15,0.6,11.5,Red,It was originally a Pokémon from afar that escaped to the wild. It can adapt to the dirtiest river.,43,80,65,50,35,35,0,1,0,0,0,0,Hyper Cutter,Shell Armor,Adaptability,Water,,,,,,,,Water1,Water3,15,6,19,19,1
342,Crawdaunt,2,103,Fluctuating,15,1.1,32.8,Red,A brutish Pokémon that loves to battle. It will crash itself into any foe that approaches its nest.,63,120,85,90,55,55,0,2,0,0,0,0,Hyper Cutter,Shell Armor,Adaptability,Water,Dark,,,,,,,Water1,Water3,17,0,27,24,0
343,Baltoy,1,82,MediumFast,20,0.5,21.5,Brown,"It was discovered in ancient ruins. While moving, it constantly spins. It stands on one foot even when asleep.",40,40,55,40,70,55,0,0,0,0,1,0,Levitate,Levitate,Levitate,Ground,Psychic,None,50.0,Light Clay,5.0,None,1.0,Mineral,,17,0,26,20,1
344,Claydol,2,83,MediumFast,20,1.5,108.0,Black,It appears to have been born from clay dolls made by ancient people. It uses telekinesis to float and move.,60,70,105,70,120,75,0,0,0,0,2,0,Levitate,Levitate,Levitate,Ground,Psychic,None,50.0,Light Clay,5.0,None,1.0,Mineral,,20,0,28,26,0
349,Feebas,1,152,Erratic,20,0.6,7.4,Brown,"It is a shabby and ugly Pokémon. However, it is very hardy and can survive on little water.",20,15,20,10,55,80,0,0,0,0,0,1,Swift Swim,Oblivious,Adaptability,Water,,,,,,,,Water1,Dragon,3,7,15,11,2
350,Milotic,2,153,Erratic,20,6.2,162.0,Pink,It’s said that a glimpse of a Milotic and its beauty will calm any hostile emotions you’re feeling.,95,60,79,100,125,81,0,0,0,0,2,0,Marvel Scale,Competitive,Cute Charm,Water,,,,,,,,Water1,Dragon,20,0,25,15,0
355,Duskull,1,135,Fast,25,0.8,15.0,Black,"Making itself invisible, it silently sneaks up to prey. It has the ability to slip through thick walls.",20,40,90,30,90,25,0,0,0,0,1,0,Levitate,Levitate,Frisk,Ghost,,None,50.0,Spell Tag,5.0,None,1.0,Amorphous,,13,4,19,15,1
356,Dusclops,2,136,Fast,25,1.6,30.6,Black,It seeks drifting will-o’-the-wisps and sucks them into its empty body. What happens inside is a mystery.,40,70,130,60,130,25,0,0,1,0,1,0,Pressure,Pressure,Frisk,Ghost,,None,50.0,Spell Tag,5.0,None,1.0,Amorphous,,20,0,30,17,1
360,Wynaut,1,216,MediumFast,20,0.6,14.0,Blue,It tends to move in a pack with others. They cluster in a tight group to sleep in a cave.,95,23,48,23,48,23,1,0,0,0,0,0,Shadow Tag,Shadow Tag,Telepathy,Psychic,,,,,,,,Undiscovered,,8,0,2,2,1
361,Snorunt,1,79,MediumFast,20,0.7,16.8,Gray,"It can only survive in cold areas. It bounces happily around, even in environments as cold as −150 degrees Fahrenheit.",50,50,50,50,50,50,1,0,0,0,0,0,Inner Focus,Ice Body,Moody,Ice,,None,50.0,Snowball,5.0,None,1.0,Fairy,Mineral,14,5,16,9,2
362,Glalie,2,80,MediumFast,20,1.5,256.5,Gray,It can instantly freeze moisture in the atmosphere. It uses this power to freeze its foes.,80,80,80,80,80,80,2,0,0,0,0,0,Inner Focus,Ice Body,Moody,Ice,,,,,,,,Fairy,Mineral,17,0,23,14,0
385,Jirachi,3,foreign,Slow,120,0.3,1.1,Yellow,"It’s believed that when this Pokémon wakes from its 1,000-year slumber, it will grant any wishes written on the notes attached to its head.",100,100,100,100,100,100,3,0,0,0,0,0,Serene Grace,Serene Grace,Serene Grace,Steel,Psychic,Star Piece,50.0,Star Piece,5.0,None,1.0,Undiscovered,,16,0,29,31,0
406,Budew,1,59,MediumSlow,20,0.2,1.2,Green,"This Pokémon is highly sensitive to temperature changes. When its bud starts to open, that means spring is right around the corner.",40,30,35,50,70,55,0,0,0,1,0,0,Natural Cure,Poison Point,Leaf Guard,Grass,Poison,None,50.0,Poison Barb,5.0,None,1.0,Undiscovered,,4,6,15,13,1
407,Roserade,3,61,MediumSlow,20,0.9,14.5,Green,The poison in its right hand is quick acting. The poison in its left hand is slow acting. Both are life threatening.,60,70,65,125,105,90,0,0,0,3,0,0,Natural Cure,Poison Point,Technician,Grass,Poison,None,50.0,Poison Barb,5.0,None,1.0,Fairy,Grass,19,0,19,18,0
415,Combee,1,116,MediumSlow,15,0.3,5.5,Yellow,"It ceaselessly gathers nectar from sunrise to sundown, all for the sake of Vespiquen and the swarm.",30,30,42,30,42,70,0,0,0,0,0,1,Honey Gather,Honey Gather,Hustle,Bug,Flying,None,50.0,Honey,5.0,None,1.0,Bug,,4,0,1,1,1
416,Vespiquen,2,117,MediumSlow,15,1.2,38.5,Yellow,Vespiquen that give off more pheromones have larger swarms of Combee attendants.,70,80,102,80,102,40,0,0,1,0,1,0,Pressure,Pressure,Unnerve,Bug,Flying,None,50.0,Poison Barb,5.0,None,1.0,Bug,,20,0,24,10,0
420,Cherubi,1,128,MediumFast,20,0.4,3.3,Pink,"The deeper a Cherubi’s red, the more nutrients it has stockpiled in its body. And the sweeter and tastier its small ball!",45,35,45,62,53,35,0,0,0,1,0,0,Chlorophyll,Chlorophyll,Chlorophyll,Grass,,None,50.0,Miracle Seed,5.0,None,1.0,Fairy,Grass,11,10,16,9,1
421,Cherrim,2,129,MediumFast,20,0.5,9.3,Purple,"Its folded petals are pretty tough. Bird Pokémon can peck at them all they want, and Cherrim won’t be bothered at all.",70,60,70,87,78,85,0,0,0,2,0,0,Flower Gift,Flower Gift,Flower Gift,Grass,,None,50.0,Miracle Seed,5.0,None,1.0,Fairy,Grass,15,0,19,10,0
965,Cherrim 1,2,129,MediumFast,20,0.5,9.3,Pink,,70,60,70,87,78,85,0,0,0,2,0,0,Flower Gift,Flower Gift,Flower Gift,Grass,,None,50.0,Miracle Seed,5.0,None,1.0,Fairy,Grass,15,0,19,10,0
422,Shellos,1,230,MediumFast,20,0.3,6.3,Purple,"Subjecting this Pokémon to a strong force causes it to secrete a strange purple fluid. Though harmless, the fluid is awfully sticky.",76,48,48,57,62,34,1,0,0,0,0,0,Sticky Hold,Storm Drain,Sand Force,Water,,,,,,,,Water1,Amorphous,11,11,13,12,1
966,Shellos 1,1,230,MediumFast,20,0.3,6.3,Blue,Evolves into Gastrodon-1 @ 30 (LevelUp) [0],76,48,48,57,62,34,1,0,0,0,0,0,Sticky Hold,Storm Drain,Sand Force,Water,,,,,,,,Water1,Amorphous,11,11,13,12,1
423,Gastrodon,2,231,MediumFast,20,0.9,29.9,Purple,"The softness of its body helps disperse the force of impacts, so although its body is uncommonly squishy, it’s also surprisingly resilient.",111,83,68,92,82,39,2,0,0,0,0,0,Sticky Hold,Storm Drain,Sand Force,Water,Ground,,,,,,,Water1,Amorphous,11,0,23,17,0
967,Gastrodon 1,2,231,MediumFast,20,0.9,29.9,Blue,,111,83,68,92,82,39,2,0,0,0,0,0,Sticky Hold,Storm Drain,Sand Force,Water,Ground,,,,,,,Water1,Amorphous,11,0,23,17,0
425,Drifloon,1,124,Fluctuating,30,0.4,1.2,Purple,"The gathering of many souls gave rise to this Pokémon. During humid seasons, they seem to appear in abundance.",90,50,34,60,44,70,1,0,0,0,0,0,Aftermath,Unburden,Flare Boost,Ghost,Flying,,,,,,,Amorphous,,15,6,19,16,1
426,Drifblim,2,125,Fluctuating,30,1.2,15.0,Purple,It grabs people and Pokémon and carries them off somewhere. Where do they go? Nobody knows.,150,80,44,90,54,80,2,0,0,0,0,0,Aftermath,Unburden,Flare Boost,Ghost,Flying,,,,,,,Amorphous,,18,0,24,16,0
434,Stunky,1,130,MediumFast,20,0.4,19.2,Purple,"If it lifts its tail and points its rear at you, beware. It’s about to spray you with a fluid stinky enough to make you faint.",63,63,47,41,41,74,0,0,0,0,0,1,Stench,Aftermath,Keen Eye,Poison,Dark,,,,,,,Field,,17,6,20,17,1
435,Skuntank,2,131,MediumFast,20,1.0,38.0,Purple,It digs holes in the ground to make its nest. The stench of the fluid it lets fly from the tip of its tail is extremely potent.,103,93,67,71,61,84,2,0,0,0,0,0,Stench,Aftermath,Keen Eye,Poison,Dark,,,,,,,Field,,19,0,23,18,0
436,Bronzor,1,118,MediumFast,20,0.5,60.5,Green,"Polishing Bronzor to a shine makes its surface reflect the truth, according to common lore. Be that as it may, Bronzor hates being polished.",57,24,86,24,86,23,0,0,1,0,0,0,Levitate,Heatproof,Heavy Metal,Steel,Psychic,None,50.0,Metal Coat,5.0,None,1.0,Mineral,,13,0,23,18,1
437,Bronzong,2,119,MediumFast,20,1.3,187.0,Green,"Many scientists suspect that this Pokémon originated outside the Galar region, based on the patterns on its body.",67,89,116,79,116,33,0,0,1,0,1,0,Levitate,Heatproof,Heavy Metal,Steel,Psychic,None,50.0,Metal Coat,5.0,None,1.0,Mineral,,18,0,27,21,0
438,Bonsly,1,252,MediumFast,20,0.5,15.0,Brown,"This Pokémon lives in dry, rocky areas. As its green spheres dry out, their dull luster increases.",50,80,95,10,45,10,0,0,1,0,0,0,Sturdy,Rock Head,Rattled,Rock,,,,,,,,Undiscovered,,13,6,18,9,1
439,Mime Jr.,1,364,MediumFast,25,0.6,13.0,Pink,It looks for a Mr. Rime that’s a good dancer and carefully copies the Mr. Rime’s steps like an apprentice.,20,25,45,70,90,60,0,0,0,0,1,0,Soundproof,Filter,Technician,Psychic,Fairy,,,,,,,Undiscovered,,17,5,25,21,1
446,Munchlax,1,260,Slow,40,0.6,105.0,Black,"It stores food beneath its fur. It might share just one bite, but only if it really trusts you.",135,85,40,40,85,5,1,0,0,0,0,0,Pickup,Thick Fat,Gluttony,Normal,,Leftovers,50.0,Leftovers,5.0,None,1.0,Undiscovered,,16,5,28,25,1
447,Riolu,1,298,MediumSlow,25,0.7,20.2,Blue,It can use waves called auras to gauge how others are feeling. These same waves can also tell this Pokémon about the state of the environment.,40,70,40,35,40,60,0,1,0,0,0,0,Steadfast,Inner Focus,Prankster,Fighting,,,,,,,,Undiscovered,,16,9,27,18,1
448,Lucario,2,299,MediumSlow,25,1.2,54.0,Blue,It can tell what people are thinking. Only Trainers who have justice in their hearts can earn this Pokémon’s trust.,70,110,70,115,70,90,0,1,0,1,0,0,Steadfast,Inner Focus,Justified,Fighting,Steel,,,,,,,Field,HumanLike,29,0,30,28,0
449,Hippopotas,1,314,Slow,30,0.8,49.5,Brown,This Pokémon is active during the day and passes the cold desert nights burrowed snugly into the sand.,68,72,78,38,42,32,0,0,1,0,0,0,Sand Stream,Sand Stream,Sand Force,Ground,,,,,,,,Field,,15,5,17,13,1
450,Hippowdon,2,315,Slow,30,2.0,300.0,Brown,"When roused to violence by its rage, it spews out the quantities of sand it has swallowed and whips up a sandstorm.",108,112,118,68,72,47,0,0,2,0,0,0,Sand Stream,Sand Stream,Sand Force,Ground,,,,,,,,Field,,18,0,22,17,0
451,Skorupi,1,285,Slow,20,0.8,12.0,Purple,"It attacks using the claws on its tail. Once locked in its grip, its prey is unable to move as this Pokémon’s poison seeps in.",40,50,90,30,55,65,0,0,1,0,0,0,Battle Armor,Sniper,Keen Eye,Poison,Bug,None,50.0,Poison Barb,5.0,None,1.0,Bug,Water3,18,4,21,15,1
452,Drapion,2,286,Slow,20,1.3,61.5,Purple,"It’s so vicious that it’s called the Sand Demon. Yet when confronted by Hippowdon, Drapion keeps a low profile and will never pick a fight.",70,90,110,60,75,95,0,0,2,0,0,0,Battle Armor,Sniper,Keen Eye,Poison,Dark,None,50.0,Poison Barb,5.0,None,1.0,Bug,Water3,21,0,33,20,0
453,Croagunk,1,222,MediumFast,10,0.7,23.0,Blue,"Once diluted, its poison becomes medicinal. This Pokémon came into popularity after a pharmaceutical company chose it as a mascot.",48,61,40,61,40,50,0,1,0,0,0,0,Anticipation,Dry Skin,Poison Touch,Poison,Fighting,None,50.0,Black Sludge,5.0,None,1.0,HumanLike,,14,9,30,21,1
