id,date,type,workspace_id,total_cost_in_cents,total_paid_in_credits_in_cents
inv3504781190970,2018-03-23,initial,wks4176349355425,0,0
inv2787259938366,2018-03-23,initial,wks956773755801,0,0
inv4989311394708,2018-03-23,renewal,wks5611095360423,15514,5200
inv3957416991217,2018-03-23,renewal,wks5454387640824,2400,1800
inv5597483304114,2018-03-23,renewal,wks7092678855193,2400,600
inv5370012972969,2018-03-23,renewal,wks1727027880413,2400,2400
inv1159174085561,2018-03-23,renewal,wks9460007260395,31200,0
inv1562420932719,2018-03-23,renewal,wks2381155806720,2400,0
inv9854021520685,2018-03-23,renewal,wks2503063674141,3942,700
inv5312505121126,2018-03-23,renewal,wks8946620176856,2400,1700
inv1541650306989,2018-03-23,final,wks1988476585870,36000,2900
inv564724611449,2018-03-23,renewal,wks5530599113752,4800,0
inv7477857609248,2018-03-24,initial,wks3381874682346,0,0
inv6862386849653,2018-03-24,initial,wks3106479734585,0,0
inv5303985033698,2018-03-24,renewal,wks2243580772860,2400,2400
inv2131434671955,2018-03-24,renewal,wks672294650098,2400,2000
inv9360222924454,2018-03-24,renewal,wks1901661412598,2400,2400
inv209394265485,2018-03-24,renewal,wks8703880219251,9600,0
inv8331070376687,2018-03-24,renewal,wks5181995780112,2400,0
inv318925601157,2018-03-24,renewal,wks1762046627253,19200,0
inv4567205727457,2018-03-24,renewal,wks1513591925500,35828,0
inv8609236432850,2018-03-24,renewal,wks2733082150514,2400,0
inv880351656732,2018-03-24,renewal,wks6626395347928,2400,0
inv3903827549017,2018-03-24,renewal,wks6664451520496,37714,0
inv9328746347793,2018-03-25,initial,wks8086121953383,0,0
inv5737512711757,2018-03-25,initial,wks8428138848011,0,0
inv2101718819047,2018-03-25,initial,wks5949183434841,0,0
inv6618986415426,2018-03-25,initial,wks1637488482093,0,0
inv4911650857577,2018-03-25,renewal,wks9740504846063,13885,7900
inv8489240560865,2018-03-25,renewal,wks5534996255353,2400,200
inv3814608643615,2018-03-25,final,wks1074144404234,2400,2400
inv2093889010647,2018-03-25,renewal,wks8543100246232,5142,5100
inv5743285359007,2018-03-25,renewal,wks5253385619750,20828,0
inv3534331197854,2018-03-26,initial,wks2426524478905,0,0
inv9904741368821,2018-03-26,initial,wks1910084365896,0,0
inv3876308783806,2018-03-26,final,wks4684362524505,2400,2400
inv7678504085102,2018-03-27,renewal,wks2952518132342,10200,0
inv569325092900,2018-03-27,renewal,wks5885832878987,2400,0
inv1396819979442,2018-03-28,initial,wks7185407221186,0,0
inv4165438768984,2018-03-28,initial,wks9455615326196,0,0
inv6801447453156,2018-03-28,renewal,wks4580744417573,2400,2400
inv4309425222884,2018-03-28,renewal,wks4932646862376,3257,0
inv2985641685217,2018-03-28,renewal,wks7044481301093,17914,0
inv943136428117,2018-03-28,renewal,wks53907071489,2400,0
inv6525325542357,2018-03-28,renewal,wks8144940840117,2400,2400
inv3733290108932,2018-03-28,renewal,wks7700851368869,2400,0
inv455056604569,2018-03-29,final,wks3449619904839,2742,0
inv7447910725631,2018-03-29,renewal,wks3565582395899,2400,0
inv318589543623,2018-03-29,renewal,wks4866136570830,21600,0
inv8951707019994,2018-03-29,renewal,wks8504289308679,33600,0
inv4892864130137,2018-03-30,initial,wks2166193992012,0,0
inv8027545757752,2018-03-30,renewal,wks9908469643912,2400,2400
inv6929990637802,2018-03-30,renewal,wks8831792866899,2400,0
inv9858681291157,2018-03-30,renewal,wks71725282001,2400,0
inv39773130379,2018-03-31,initial,wks2112702067736,0,0
inv4166333967468,2018-03-31,initial,wks8352222105029,0,0
inv6409207724639,2018-03-31,renewal,wks7046096700339,5400,2300
inv6756704846906,2018-03-31,renewal,wks2007294364801,2400,0
inv3044521301156,2018-03-31,final,wks5271695160591,2400,100
inv9411684244786,2018-03-31,renewal,wks8725542694991,6342,1600
inv8745619440388,2018-03-31,renewal,wks8451766787748,2400,0
inv8721971423259,2018-03-31,renewal,wks6987380803644,2400,1200
inv8228470530158,2018-03-31,renewal,wks6209825415244,7114,0
inv6171112236801,2018-03-31,renewal,wks3127535399355,2400,0
inv2911377610709,2018-03-31,renewal,wks7288926300134,2400,0
inv1561852484436,2018-03-31,renewal,wks3579832367027,2400,0
inv312345524397,2018-03-31,renewal,wks959245693636,49114,0
inv5209029507970,2018-03-31,renewal,wks9537145926953,13114,0
inv5255750785428,2018-04-01,initial,wks2055300358824,0,0
inv1489334805259,2018-04-01,initial,wks1925609665523,0,0
inv2637933466112,2018-04-01,renewal,wks3949406934690,2400,2400
inv4909430808608,2018-04-01,renewal,wks7513125772833,2400,0
inv3459067296844,2018-04-01,renewal,wks6772580427373,2400,1500
inv8708227160617,2018-04-01,renewal,wks498060474715,2400,2400
inv2208138933266,2018-04-01,renewal,wks4965237116580,7114,0
inv4497105803091,2018-04-01,renewal,wks7631009914626,15942,0
inv1546933165375,2018-04-01,renewal,wks1097772353765,2400,0
inv1020756886146,2018-04-01,renewal,wks4891373558369,19371,0
inv565852284700,2018-04-01,renewal,wks6777713960487,13457,3700
inv6963329351648,2018-04-01,renewal,wks5530146587774,6342,0
inv5053688253381,2018-04-01,renewal,wks5056918404143,30171,0
inv226984879515,2018-04-02,renewal,wks1544608202829,2400,1300
inv2596450289697,2018-04-02,renewal,wks6728712436375,2400,2400
inv8389854937512,2018-04-02,renewal,wks7470092505034,8485,0
inv771227282011,2018-04-03,renewal,wks4456940979422,2400,2400
inv3635912929566,2018-04-03,renewal,wks6468256692012,2400,2400
inv1376721657948,2018-04-03,renewal,wks3536594004588,13628,0
inv3014803597489,2018-04-03,renewal,wks8384580738864,2400,0
inv6073183842399,2018-04-04,initial,wks8762159661441,0,0
inv6141463308351,2018-04-04,renewal,wks8911154509261,5914,0
inv4271070088446,2018-04-04,renewal,wks6823236389890,15685,0
inv8663970194787,2018-04-04,renewal,wks2862351320106,31714,0
inv8564615129850,2018-04-05,initial,wks5554630154829,0,0
inv6162671278335,2018-04-05,initial,wks5773139095461,0,0
inv6759869861592,2018-04-05,initial,wks4164159752557,0,0
inv5193078213498,2018-04-05,renewal,wks9586123799322,17571,300
inv1637983323619,2018-04-05,renewal,wks4091791166500,2400,400
inv8332860531286,2018-04-05,renewal,wks624946735494,2400,2400
inv9641302336529,2018-04-05,renewal,wks4781997999451,4800,0
inv7105748202823,2018-04-05,renewal,wks6210578030795,2400,0
inv7694288526235,2018-04-05,renewal,wks801244421403,40971,0
inv6761700189529,2018-04-06,initial,wks6038580255939,0,0
inv5063369545689,2018-04-06,renewal,wks8863288673908,2400,1700
inv8328288984362,2018-04-06,renewal,wks5587155144867,64200,0
inv7338075902115,2018-04-06,renewal,wks1410048146843,2400,0
inv2153702099530,2018-04-06,renewal,wks1187952914151,19714,0
inv6869361206549,2018-04-06,renewal,wks8407461234214,23142,0
inv3172054820586,2018-04-06,renewal,wks7017454166066,35228,0
inv6519156381056,2018-04-06,renewal,wks5176458298639,18257,0
inv5162851360553,2018-04-06,renewal,wks8780283383554,26400,0
inv453278727064,2018-04-07,initial,wks864160965677,0,0
inv7356637081726,2018-04-07,initial,wks2780156270015,0,0
inv7042961453188,2018-04-07,initial,wks3964959393543,0,0
inv3496677688812,2018-04-07,renewal,wks1258469099628,40800,2500
inv7397804707505,2018-04-07,renewal,wks5521571206804,2400,2400
inv3398355031232,2018-04-07,renewal,wks5561644149659,2400,2400
inv239521160400,2018-04-07,renewal,wks5242969832948,2400,0
inv2411275640455,2018-04-07,renewal,wks9529159669492,26400,0
inv9125568932393,2018-04-07,renewal,wks607910613164,6000,0
inv6654029797964,2018-04-07,renewal,wks7232814290454,24000,0
inv2520715259757,2018-04-07,renewal,wks1065915252593,22885,0
inv2025387463007,2018-04-07,renewal,wks4539800462904,16800,2500
inv2324067272803,2018-04-07,renewal,wks4144827035994,35914,0
inv8237287813719,2018-04-08,initial,wks2739232501425,0,0
inv5165423046350,2018-04-08,renewal,wks4313650360860,2400,2400
inv9258095747562,2018-04-08,renewal,wks3806436139460,2400,1400
inv9613803897437,2018-04-08,renewal,wks7749979575528,4800,4800
inv4993495101109,2018-04-08,renewal,wks4095710786030,2400,2400
inv524869535402,2018-04-08,renewal,wks4351804818378,2400,2400
inv4318092306430,2018-04-08,renewal,wks333773581736,2400,0
inv6563272897750,2018-04-08,renewal,wks476832628943,18257,0
inv7777732870736,2018-04-08,renewal,wks5192828553390,10971,0
inv4348985145898,2018-04-08,renewal,wks3290386733021,10542,0
inv5720068643218,2018-04-09,renewal,wks7309600145656,2400,0
inv5669476646503,2018-04-09,renewal,wks2038573989233,2400,0
inv7774315856705,2018-04-09,renewal,wks7845867507202,33600,0
inv4770813351344,2018-04-09,renewal,wks9412051571095,15771,0
inv8466910809669,2018-04-10,renewal,wks5322452998253,2400,2400
inv9845583870225,2018-04-10,renewal,wks7794350515420,2400,2400
inv2019759185957,2018-04-10,renewal,wks4439132716134,2400,2400
inv6357360249263,2018-04-10,renewal,wks9955143511863,16800,0
inv4884971004822,2018-04-10,renewal,wks6772046058566,2828,0
inv3873419683368,2018-04-11,initial,wks294556845350,0,0
inv1845176210283,2018-04-11,renewal,wks7168146326572,2400,2400
inv3117627015120,2018-04-11,renewal,wks474533038638,9600,9557
inv467255633258,2018-04-11,renewal,wks2335237564894,7200,0
inv592476881175,2018-04-12,initial,wks6351061230984,0,0
inv9305451014699,2018-04-12,renewal,wks6577365373535,2400,300
inv4494572975159,2018-04-12,renewal,wks1315998658995,2400,2400
inv142218186310,2018-04-12,renewal,wks8692638517106,2400,2400
inv7255235196481,2018-04-12,renewal,wks602536569767,2400,1600
inv812716422583,2018-04-12,renewal,wks5488215852525,5057,0
inv1073004343702,2018-04-12,renewal,wks1665219245387,4800,4800
inv4704535561962,2018-04-12,renewal,wks8524569511530,8228,6300
inv2814607674456,2018-04-12,renewal,wks8446877050549,2742,2700
inv8156725157458,2018-04-12,renewal,wks237819748098,2400,0
inv61528672384,2018-04-12,renewal,wks898845835383,17485,0
inv6476742360461,2018-04-12,final,wks1607936884583,21600,0
inv6260922544330,2018-04-12,renewal,wks401816862489,28457,0
inv9082458043960,2018-04-12,renewal,wks9401173858141,64285,0
inv5709812255448,2018-04-13,initial,wks6784892520349,0,0
inv291845984051,2018-04-13,initial,wks9230551306517,0,0
inv4878343355090,2018-04-13,initial,wks6754854084033,0,0
inv4088791240282,2018-04-13,initial,wks9304361917991,0,0
inv4309668146913,2018-04-13,renewal,wks4527718017167,2400,2400
inv918534897406,2018-04-13,final,wks8728856392597,2400,0
inv4959421140100,2018-04-13,renewal,wks1469669047388,2400,0
inv3133235963315,2018-04-13,renewal,wks3920945990315,2400,400
inv9642267951908,2018-04-13,renewal,wks9551398481076,4800,1500
inv1025777010304,2018-04-13,renewal,wks4435585980502,19885,0
inv3356055155742,2018-04-13,renewal,wks1914907994591,19200,0
inv8781363728560,2018-04-13,renewal,wks4323265905447,5571,0
inv1006202677482,2018-04-13,renewal,wks5458118618077,25971,0
inv8420402016623,2018-04-13,renewal,wks1848816090558,31457,0
inv7326366163644,2018-04-14,initial,wks3353106104264,0,0
inv5683625382975,2018-04-14,final,wks6510057806077,2400,2400
inv7665630050804,2018-04-14,renewal,wks3452793865684,2400,2400
inv7080383401671,2018-04-14,renewal,wks2611661007874,2400,2400
inv4020864150086,2018-04-14,final,wks4647307071039,17228,0
inv9027023672742,2018-04-14,renewal,wks9382210293969,2400,2400
inv9435982821242,2018-04-14,renewal,wks6431701915438,2400,700
inv8502529907937,2018-04-14,renewal,wks6591987631861,2400,0
inv1674034929378,2018-04-14,renewal,wks107953152003,7971,871
inv9006599569504,2018-04-14,renewal,wks3633113801439,2400,2100
inv4351222094294,2018-04-14,renewal,wks3694163700256,2400,0
inv5911274070425,2018-04-14,renewal,wks686062651570,2400,0
inv7056071705113,2018-04-14,renewal,wks4727434969866,12257,0
inv1685362044825,2018-04-14,renewal,wks6620894721653,4800,0
inv4128251147296,2018-04-15,initial,wks2817625166582,0,0
inv4651424982654,2018-04-15,initial,wks8645272735764,0,0
inv3232059283015,2018-04-15,renewal,wks7470433285204,2400,2400
inv5969563191725,2018-04-15,renewal,wks1549604828902,2400,2400
inv9464220036608,2018-04-15,renewal,wks1615075006995,2400,2400
inv1790138685116,2018-04-15,renewal,wks8802460506002,6942,200
inv622881136486,2018-04-15,final,wks3266167742207,4285,0
inv4119384391244,2018-04-15,renewal,wks481010428243,2400,0
inv772320622034,2018-04-15,renewal,wks9188975624406,15257,0
inv5526440818321,2018-04-15,renewal,wks3612389788780,2400,0
inv661529252361,2018-04-15,renewal,wks8683380385356,7200,0
inv7765808501560,2018-04-15,final,wks1858832485728,9600,0
inv4653856216400,2018-04-15,renewal,wks3685153418441,24685,500
inv9779542565227,2018-04-15,renewal,wks5933018991510,4800,0
inv4002210700972,2018-04-15,renewal,wks6206004022821,4114,0
inv6614125616486,2018-04-15,renewal,wks9377331909072,37971,0
inv2287371365036,2018-04-15,renewal,wks6196164807931,37885,0
inv9436071695815,2018-04-15,renewal,wks9654998462572,41914,0
inv8564531644058,2018-04-15,renewal,wks8623424522904,31628,0
inv353819561212,2018-04-16,renewal,wks2330074401709,2400,2400
inv4090349409227,2018-04-16,final,wks3929027970923,2400,0
inv3266886759844,2018-04-16,renewal,wks4137276397936,19628,0
inv3941358437676,2018-04-16,renewal,wks1628995568354,2400,0
inv8041536748559,2018-04-17,renewal,wks6628035386905,2400,2400
inv7896378492519,2018-04-17,final,wks3909220320280,2400,0
inv4831304252266,2018-04-17,final,wks5990078666754,5228,0
inv7872125156989,2018-04-17,renewal,wks8074974996753,2400,2400
inv1061394257634,2018-04-17,renewal,wks3364842678893,2400,0
inv5729660397161,2018-04-18,initial,wks9430371528190,0,0
inv1440585232453,2018-04-18,initial,wks5492685885302,0,0
inv9346115780200,2018-04-18,final,wks6096826721506,2657,2657
inv8389881642580,2018-04-18,renewal,wks1219098323660,5485,0
inv3235260440779,2018-04-18,renewal,wks2112139553897,6000,0
inv8535299171619,2018-04-18,renewal,wks395177907780,2400,0
inv1529306657639,2018-04-18,renewal,wks1234668746776,2400,0
inv8605422391702,2018-04-18,renewal,wks5204123517539,12000,0
inv6536586843557,2018-04-18,renewal,wks3753861933915,3600,0
inv1391740430447,2018-04-18,renewal,wks8460978433511,8571,0
inv8372549653237,2018-04-18,renewal,wks4299300119492,2400,0
inv940480870634,2018-04-18,renewal,wks6070526021647,36000,0
inv8809116730326,2018-04-18,renewal,wks2035131763968,25714,3000
inv3731995900405,2018-04-19,initial,wks9966523089682,0,0
inv6079505609305,2018-04-19,initial,wks6554025947382,0,0
inv4925484155183,2018-04-19,renewal,wks4596253963516,2400,1900
inv620176890978,2018-04-19,renewal,wks1033126545957,8742,300
inv3241511035969,2018-04-19,renewal,wks2114588141698,4885,1300
inv9194623254011,2018-04-20,initial,wks1851886064976,0,0
inv9349653713194,2018-04-20,initial,wks5856878802945,0,0
inv4494171620878,2018-04-20,initial,wks1103800517634,0,0
inv8078064866398,2018-04-20,renewal,wks4176349355425,2400,2400
inv6338802583785,2018-04-20,renewal,wks956773755801,2400,2400
inv8563542496592,2018-04-20,renewal,wks5611095360423,21600,0
inv1212329523615,2018-04-20,renewal,wks5454387640824,2400,0
inv9752776449242,2018-04-20,renewal,wks7092678855193,2400,0
inv3103078756347,2018-04-20,renewal,wks1727027880413,2400,100
inv6394600370606,2018-04-20,renewal,wks9460007260395,30685,0
inv7472686280230,2018-04-20,renewal,wks2381155806720,2400,0
inv4206345024248,2018-04-20,renewal,wks2503063674141,4800,0
inv2851714080352,2018-04-20,renewal,wks8946620176856,2400,0
inv2722958197729,2018-04-20,renewal,wks5530599113752,9857,100
inv3645759513927,2018-04-21,initial,wks7592619224837,0,0
inv4580751085742,2018-04-21,renewal,wks3381874682346,2400,2400
inv9295700127835,2018-04-21,renewal,wks3106479734585,2400,2200
inv873774035700,2018-04-21,renewal,wks2243580772860,2400,2400
inv1788998160517,2018-04-21,renewal,wks672294650098,3171,0
inv8181666383038,2018-04-21,renewal,wks1901661412598,7457,1900
inv4902994930648,2018-04-21,renewal,wks8703880219251,10200,0
inv7432068626344,2018-04-21,renewal,wks5181995780112,2400,0
inv3237909408844,2018-04-21,renewal,wks1762046627253,20485,0
inv9889298479375,2018-04-21,renewal,wks1513591925500,39514,0
inv960324169684,2018-04-21,renewal,wks2733082150514,2400,0
inv6717201712055,2018-04-21,renewal,wks6626395347928,2400,0
inv40921244201,2018-04-21,renewal,wks6664451520496,47400,0
inv7256204879332,2018-04-22,initial,wks5564849544712,0,0
inv6470957385008,2018-04-22,initial,wks3885326526863,0,0
inv8388583653051,2018-04-22,initial,wks1490586152896,0,0
inv4829762852855,2018-04-22,renewal,wks8086121953383,2400,2100
inv2420782740,2018-04-22,renewal,wks8428138848011,2400,2400
inv9349809677212,2018-04-22,renewal,wks5949183434841,2400,2400
inv5687201451471,2018-04-22,renewal,wks1637488482093,4800,4800
inv8403752010511,2018-04-22,renewal,wks9740504846063,22971,0
inv5573128605861,2018-04-22,renewal,wks5534996255353,2400,0
inv7300864209257,2018-04-22,final,wks8543100246232,11742,0
inv3942115896474,2018-04-22,renewal,wks5253385619750,21600,0
inv5388699590579,2018-04-23,renewal,wks2426524478905,2400,2400
inv8223492153995,2018-04-23,renewal,wks1910084365896,2400,2400
inv4098005097442,2018-04-24,renewal,wks2952518132342,14228,0
inv2281021472622,2018-04-24,renewal,wks5885832878987,2400,0
inv1293308379131,2018-04-25,renewal,wks7185407221186,2400,2200
inv9216305253323,2018-04-25,renewal,wks9455615326196,2400,200
inv1610381033423,2018-04-25,renewal,wks4580744417573,2400,2400
inv8104031916823,2018-04-25,renewal,wks4932646862376,7200,0
inv4856730731614,2018-04-25,renewal,wks7044481301093,21600,0
inv2578739661172,2018-04-25,renewal,wks53907071489,2400,0
inv4361088603559,2018-04-25,renewal,wks8144940840117,2400,2400
inv8554682819267,2018-04-25,renewal,wks7700851368869,2400,0
inv8255810676346,2018-04-26,renewal,wks3565582395899,4457,0
inv4231306000526,2018-04-26,renewal,wks4866136570830,21600,0
inv5888417766765,2018-04-26,renewal,wks8504289308679,37628,0
inv3791541053434,2018-04-27,initial,wks7285119898182,0,0
inv3291949438524,2018-04-27,renewal,wks2166193992012,2400,1200
inv8769685899765,2018-04-27,renewal,wks9908469643912,2400,2400
inv7991422165836,2018-04-27,renewal,wks8831792866899,2400,0
inv5122685293216,2018-04-27,renewal,wks71725282001,2400,0
inv6854717563580,2018-04-28,initial,wks1776863318307,0,0
inv8214669919527,2018-04-28,initial,wks3897392470699,0,0
inv7673687738068,2018-04-28,initial,wks449198029457,0,0
inv6608138971361,2018-04-28,initial,wks8759039948000,0,0
inv511504721152,2018-04-28,renewal,wks2112702067736,2400,1200
inv415209078553,2018-04-28,renewal,wks8352222105029,2400,2400
inv1608125306007,2018-04-28,renewal,wks7046096700339,11228,0
inv183775904268,2018-04-28,renewal,wks2007294364801,3685,0
inv6932646633939,2018-04-28,renewal,wks8725542694991,12685,0
inv3505596879303,2018-04-28,renewal,wks8451766787748,3514,3514
inv9991824222982,2018-04-28,renewal,wks6987380803644,2400,0
inv6451080584783,2018-04-28,renewal,wks6209825415244,6685,0
inv5291110358041,2018-04-28,renewal,wks3127535399355,2400,0
inv607984538276,2018-04-28,renewal,wks7288926300134,2400,0
inv3128283610492,2018-04-28,renewal,wks3579832367027,2400,0
inv7832553500496,2018-04-28,renewal,wks959245693636,55971,0
inv1823666845810,2018-04-28,renewal,wks9537145926953,18428,0
inv5075751225512,2018-04-29,initial,wks7914789784291,0,0
inv3624360688480,2018-04-29,initial,wks9340036814649,0,0
inv4407450774667,2018-04-29,initial,wks7593670323937,0,0
inv6152928089159,2018-04-29,initial,wks5997123894078,0,0
inv5771559253231,2018-04-29,renewal,wks2055300358824,2400,700
inv2462461445316,2018-04-29,renewal,wks1925609665523,3000,3000
inv3452011140458,2018-04-29,final,wks3949406934690,2571,2571
inv8448888986326,2018-04-29,renewal,wks7513125772833,2400,0
inv3926172059219,2018-04-29,renewal,wks6772580427373,2400,0
inv2244957218136,2018-04-29,renewal,wks498060474715,2400,2400
inv9225160538576,2018-04-29,renewal,wks4965237116580,8228,0
inv8806422960105,2018-04-29,renewal,wks7631009914626,20057,0
inv3962718849210,2018-04-29,renewal,wks1097772353765,2400,0
inv8086999613431,2018-04-29,renewal,wks4891373558369,21600,0
inv7953487560626,2018-04-29,renewal,wks6777713960487,14400,0
inv9021594485371,2018-04-29,renewal,wks5530146587774,13028,0
inv5193100614417,2018-04-29,renewal,wks5056918404143,38228,0
inv4382954940241,2018-04-30,renewal,wks1544608202829,2400,0
inv9249154060545,2018-04-30,final,wks6728712436375,2400,2400
inv6756272362704,2018-04-30,renewal,wks7470092505034,10457,0
inv4808755722038,2018-05-01,initial,wks6259407819839,0,0
inv7632995504185,2018-05-01,renewal,wks4456940979422,2400,2400
inv257392105725,2018-05-01,renewal,wks6468256692012,2400,2400
inv6199171120142,2018-05-01,renewal,wks3536594004588,22457,0
inv3889655753967,2018-05-01,renewal,wks8384580738864,2400,0
inv5315336264753,2018-05-02,final,wks8762159661441,12000,0
inv3138446424311,2018-05-02,renewal,wks8911154509261,7200,0
inv6866702321563,2018-05-02,renewal,wks6823236389890,29400,0
inv258558907202,2018-05-02,renewal,wks2862351320106,36000,0
inv7469328935212,2018-05-03,renewal,wks5554630154829,2400,2400
inv4641071480868,2018-05-03,renewal,wks5773139095461,9600,5100
inv9207165642776,2018-05-03,renewal,wks4164159752557,2400,600
inv554340510188,2018-05-03,renewal,wks9586123799322,20485,0
inv7577455572404,2018-05-03,renewal,wks4091791166500,4800,0
inv2782545264572,2018-05-03,renewal,wks624946735494,2400,2400
inv4484655358776,2018-05-03,renewal,wks4781997999451,7200,0
inv7606193100389,2018-05-03,renewal,wks6210578030795,2400,0
inv4616118052481,2018-05-03,renewal,wks801244421403,43200,0
inv6140703552907,2018-05-04,initial,wks8333239825337,0,0
inv2250923719295,2018-05-04,initial,wks3499743763242,0,0
inv5711518524286,2018-05-04,renewal,wks6038580255939,2400,2400
inv189726803514,2018-05-04,renewal,wks8863288673908,4114,0
inv1893879542680,2018-05-04,renewal,wks5587155144867,69942,0
inv4792216412504,2018-05-04,renewal,wks1410048146843,2400,0
inv4778426328851,2018-05-04,renewal,wks1187952914151,21600,0
inv8725149798529,2018-05-04,renewal,wks8407461234214,29742,0
inv522317366928,2018-05-04,renewal,wks7017454166066,36771,0
inv3458380001617,2018-05-04,renewal,wks5176458298639,19200,0
inv4760979525603,2018-05-04,renewal,wks8780283383554,26828,2500
inv977756897895,2018-05-05,initial,wks9430762448179,0,0
inv3102747952276,2018-05-05,initial,wks8915862130280,0,0
inv8554757164123,2018-05-05,initial,wks4138624357262,0,0
inv7621098488474,2018-05-05,renewal,wks864160965677,2400,300
inv6850536636592,2018-05-05,renewal,wks2780156270015,2400,1400
inv4669980239693,2018-05-05,renewal,wks3964959393543,2400,2400
inv2646372628237,2018-05-05,renewal,wks1258469099628,40800,0
inv828510806167,2018-05-05,renewal,wks5521571206804,5657,4300
inv5725477935010,2018-05-05,renewal,wks5561644149659,2400,2400
inv8809928064428,2018-05-05,renewal,wks5242969832948,2400,0
inv4266163426703,2018-05-05,renewal,wks9529159669492,30942,0
inv1614860093250,2018-05-05,renewal,wks607910613164,8400,0
inv5336795701605,2018-05-05,renewal,wks7232814290454,25800,0
inv1607934504686,2018-05-05,renewal,wks1065915252593,24000,1100
inv6733111252519,2018-05-05,renewal,wks4539800462904,20400,0
inv1290123586759,2018-05-05,renewal,wks4144827035994,39342,0
inv2738524607966,2018-05-06,initial,wks1647450243901,0,0
inv3038163340995,2018-05-06,initial,wks4691338635719,0,0
inv956041588093,2018-05-06,initial,wks3740625269682,0,0
inv1824334307798,2018-05-06,initial,wks2771996238823,0,0
inv5839786929478,2018-05-06,initial,wks6371828785518,0,0
inv8460598033548,2018-05-06,initial,wks1451350966945,0,0
inv7119424572861,2018-05-06,renewal,wks2739232501425,2400,600
inv5672139672987,2018-05-06,renewal,wks4313650360860,2400,2400
inv8883162599937,2018-05-06,final,wks3806436139460,2742,0
inv104971654580,2018-05-06,renewal,wks7749979575528,4800,4185
inv8680137514462,2018-05-06,renewal,wks4095710786030,2400,2400
inv6074724488155,2018-05-06,renewal,wks4351804818378,2400,1400
inv28988865501,2018-05-06,renewal,wks333773581736,2400,0
inv6001076770717,2018-05-06,renewal,wks476832628943,24685,0
inv8028628610337,2018-05-06,renewal,wks5192828553390,14142,3100
inv3201839013994,2018-05-06,renewal,wks3290386733021,14400,0
inv707472790573,2018-05-07,renewal,wks7309600145656,2400,0
inv8166022228789,2018-05-07,renewal,wks2038573989233,2400,0
inv7189615865728,2018-05-07,renewal,wks7845867507202,33600,0
inv2508146690016,2018-05-07,renewal,wks9412051571095,18857,0
inv2000158619627,2018-05-08,renewal,wks5322452998253,2400,700
inv4217360239776,2018-05-08,renewal,wks7794350515420,2400,2400
inv7161771021034,2018-05-08,renewal,wks4439132716134,3342,3342
inv6283400985903,2018-05-08,renewal,wks9955143511863,16800,0
inv4880222756800,2018-05-08,renewal,wks6772046058566,4800,0
inv5595051289601,2018-05-09,renewal,wks294556845350,2400,800
inv9738229802781,2018-05-09,renewal,wks7168146326572,2400,2400
inv4139258324092,2018-05-09,renewal,wks474533038638,9600,0
inv7300765429718,2018-05-09,renewal,wks2335237564894,7200,0
inv9107347229880,2018-05-10,initial,wks9987413207460,0,0
inv9727297756021,2018-05-10,renewal,wks6351061230984,2400,2400
inv6392531308442,2018-05-10,renewal,wks6577365373535,2400,0
inv2651428699168,2018-05-10,renewal,wks1315998658995,2400,1400
inv6074649412517,2018-05-10,renewal,wks8692638517106,2400,1900
inv1806048271197,2018-05-10,renewal,wks602536569767,2400,0
inv238383606808,2018-05-10,renewal,wks5488215852525,9428,0
inv6607112295168,2018-05-10,renewal,wks1665219245387,6685,2100
inv9548036304800,2018-05-10,final,wks8524569511530,12257,0
inv9548732834003,2018-05-10,renewal,wks8446877050549,5314,0
inv8811868700239,2018-05-10,renewal,wks237819748098,2400,1100
inv1474684999295,2018-05-10,renewal,wks898845835383,16800,0
inv1764244757483,2018-05-10,renewal,wks401816862489,35571,0
inv7681905331800,2018-05-10,renewal,wks9401173858141,67800,0
inv205520522321,2018-05-11,renewal,wks6784892520349,31200,600
inv2192322130142,2018-05-11,renewal,wks9230551306517,2400,0
inv1458088440489,2018-05-11,renewal,wks6754854084033,2400,2400
inv8046493529599,2018-05-11,renewal,wks9304361917991,9257,800
inv584140311809,2018-05-11,renewal,wks4527718017167,2657,2657
inv6142240288169,2018-05-11,renewal,wks1469669047388,2400,0
inv2609207057942,2018-05-11,renewal,wks3920945990315,4714,0
inv7981051706746,2018-05-11,final,wks9551398481076,11399,0
inv4974035172069,2018-05-11,renewal,wks4435585980502,24771,0
inv4647391576260,2018-05-11,renewal,wks1914907994591,22114,0
inv9536991914269,2018-05-11,renewal,wks4323265905447,12600,1000
inv6907821268484,2018-05-11,renewal,wks5458118618077,30342,0
inv2840126188369,2018-05-11,renewal,wks1848816090558,35742,0
inv6003656769126,2018-05-12,initial,wks9501244099292,0,0
inv4536924271369,2018-05-12,renewal,wks3353106104264,2400,2400
inv4813402862036,2018-05-12,renewal,wks3452793865684,2400,2400
inv7293079569918,2018-05-12,renewal,wks2611661007874,2400,2400
inv4294670957533,2018-05-12,renewal,wks9382210293969,2400,300
inv4983304923050,2018-05-12,renewal,wks6431701915438,2400,0
inv826900906297,2018-05-12,renewal,wks6591987631861,2400,0
inv7068755730002,2018-05-12,renewal,wks107953152003,12171,0
inv6286542131887,2018-05-12,renewal,wks3633113801439,2400,0
inv2726367955417,2018-05-12,renewal,wks3694163700256,2400,0
inv7507283326887,2018-05-12,renewal,wks686062651570,2400,0
