id,date_account_created,gender,age,signup_method,language,affiliate_channel,affiliate_provider,signup_app,first_device_type,first_browser
8y289fu9ql,2014-07-11,MALE,19,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ialc995j0g,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
fwz5o9lkby,2014-07-11,-unknown-,42,basic,en,sem-brand,google,Web,Mac Desktop,Safari
hzzgqpw0bw,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
x2a611knun,2014-07-11,MALE,35,basic,en,sem-brand,google,Web,Mac Desktop,Safari
7hul4hdo5a,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
910y3hc98p,2014-07-11,-unknown-,,basic,en,sem-brand,bing,Web,SmartPhone (Other),IE Mobile
xwx1amdaab,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
79v17ovach,2014-07-11,FEMALE,31,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
jgspsuf2s7,2014-07-11,-unknown-,27,basic,en,sem-brand,google,Web,Mac Desktop,Safari
t5h0w1brxt,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
15j4yep4ag,2014-07-11,FEMALE,31,basic,en,sem-brand,google,Web,Android Phone,Chrome Mobile
3jaamy7dsa,2014-07-11,-unknown-,31,basic,en,sem-brand,bing,Web,Windows Desktop,IE
g1er3flwis,2014-07-11,-unknown-,25,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
rhreyhbomd,2014-07-11,FEMALE,27,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
kvnaof11j1,2014-07-11,FEMALE,25,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
l3dsw6umib,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
1osly4qbsb,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
eup7fwapcf,2014-07-11,MALE,40,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
mweldahf8x,2014-07-11,FEMALE,28,basic,en,sem-brand,google,Web,Mac Desktop,Safari
vg219m8dm6,2014-07-11,MALE,41,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
975mlqkp5i,2014-07-11,MALE,34,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
rsw2xtk4fl,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
qezw38lr3f,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
472rtepfbv,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
wujrcbchps,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
qhamuuyxwm,2014-07-11,MALE,46,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
ztlyfgsxmt,2014-07-11,FEMALE,43,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
z6zukdvz9r,2014-07-11,MALE,44,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
4o7a2ktmss,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
9a077scpij,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
7tnsbf30tr,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
561bdgi3fg,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
tk77v7hf6h,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
njvdf81gu8,2014-07-11,FEMALE,19,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
giptxm2wan,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
xbs0x4ifht,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
kgqat0ilf7,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
9msf2r8k9d,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
cyt23nwgw8,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
bwkb65gwap,2014-07-11,MALE,40,basic,en,sem-brand,google,Web,Mac Desktop,Safari
jm98zc69br,2014-07-11,FEMALE,43,basic,en,sem-brand,google,Web,Windows Desktop,IE
hwo6ud68te,2014-07-11,-unknown-,31,basic,en,sem-brand,google,Web,Mac Desktop,Safari
e6244i31ad,2014-07-11,FEMALE,30,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
jg61gohdsl,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
yeuo8jbec7,2014-07-11,MALE,34,basic,en,sem-brand,bing,iOS,iPhone,Mobile Safari
ud1a6rw0ap,2014-07-11,MALE,54,basic,en,sem-brand,google,Web,Windows Desktop,IE
su1shkbbp2,2014-07-11,FEMALE,44,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
lqqqmee0az,2014-07-11,MALE,81,basic,en,sem-brand,bing,Web,Windows Desktop,Chrome
4grceneady,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
jjitupciel,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
gpxoplco27,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
i6pc2grr91,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
9dvdiy4edy,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
vn50luydow,2014-07-11,MALE,26,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
1xc71hstp7,2014-07-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
j1d97h1r9z,2014-07-11,FEMALE,19,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
4rxgj37b3b,2014-07-11,-unknown-,27,basic,en,sem-brand,google,Web,Mac Desktop,Safari
snze5xhuiw,2014-07-11,-unknown-,26,basic,en,sem-brand,google,Web,Mac Desktop,Safari
9cl5jyp0nq,2014-07-12,FEMALE,27,facebook,en,sem-brand,google,Web,Windows Desktop,Firefox
tybyt8urwb,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
0o6vimgwsj,2014-07-12,FEMALE,29,basic,es,sem-brand,bing,Web,iPhone,Mobile Safari
d9kdflrcie,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
5rcbkf2q8u,2014-07-12,MALE,46,basic,en,sem-brand,google,Web,Mac Desktop,Safari
glaxf2m9nb,2014-07-12,-unknown-,,basic,en,sem-brand,bing,Web,iPhone,Mobile Safari
rel41fdluq,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
jrtuhmyjsn,2014-07-12,MALE,38,facebook,en,sem-brand,bing,iOS,iPhone,Mobile Safari
jt2nk8rptb,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
bh3vmyd806,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
a1a2askaag,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
vecszzo3pj,2014-07-12,FEMALE,38,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
93wuipai2x,2014-07-12,MALE,27,facebook,en,sem-brand,bing,iOS,iPhone,Mobile Safari
l91htqcy5c,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
dk6kn3iymm,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
imo32i5rme,2014-07-12,-unknown-,39,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
lxjrosgws7,2014-07-12,MALE,33,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
qnlchr297w,2014-07-12,FEMALE,42,basic,en,sem-brand,google,Web,Mac Desktop,Safari
pyzkmjroeh,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
qym23yzl7t,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
67fkwx4amj,2014-07-12,MALE,23,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
jv1mtzpoqn,2014-07-12,FEMALE,25,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
s38z5kahmh,2014-07-12,FEMALE,29,facebook,en,sem-brand,google,Web,Desktop (Other),Chrome
n73ynb4iij,2014-07-12,OTHER,30,basic,en,sem-brand,google,Web,iPad,Mobile Safari
v0zwylog5q,2014-07-12,FEMALE,30,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
5bu8sja2oj,2014-07-12,-unknown-,,basic,zh,sem-brand,google,Web,Windows Desktop,IE
2o3bfthyyk,2014-07-12,FEMALE,21,basic,en,sem-brand,google,Web,Mac Desktop,Safari
wrgcrvx981,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ig4v9sedq4,2014-07-12,-unknown-,28,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
s2yxjt4b8o,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
almm9i4139,2014-07-12,MALE,46,facebook,de,sem-brand,google,Web,Mac Desktop,Firefox
pnlqjot11w,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
v4qe12j7os,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
pup34tuqpc,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
nmqqe4cq6l,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
secyadju2v,2014-07-12,FEMALE,27,facebook,es,sem-brand,google,Web,Mac Desktop,Safari
l2tpozq4ri,2014-07-12,-unknown-,36,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
zec5z7sai5,2014-07-12,FEMALE,33,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
uvmyw7sgsu,2014-07-12,FEMALE,50,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
l2vze5tvde,2014-07-12,FEMALE,33,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
jn6pwwbcih,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
wromqaptar,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
q6m6p2y4eo,2014-07-12,-unknown-,,basic,en,sem-brand,bing,iOS,iPhone,-unknown-
27jtr7c43f,2014-07-12,-unknown-,48,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
2hki29x0zx,2014-07-12,FEMALE,37,basic,en,sem-brand,google,Web,Mac Desktop,Safari
bgkm0lf7bd,2014-07-12,FEMALE,43,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
ykx1fruqk2,2014-07-12,-unknown-,37,basic,en,sem-brand,google,Web,Mac Desktop,Safari
dmm76j50s7,2014-07-12,FEMALE,47,basic,it,sem-brand,google,Web,Mac Desktop,Safari
0ah4wo1bl3,2014-07-12,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
huulcupgke,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
3oqv39gfpp,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
o3kzx0retb,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
wsmsb1p3de,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
v9syzauv3g,2014-07-12,MALE,29,basic,en,sem-brand,google,Web,Mac Desktop,Safari
12o2yw3emh,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
cngddwpsim,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
ubvgaea50j,2014-07-12,FEMALE,,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
c1exg3kod5,2014-07-12,MALE,45,basic,en,sem-brand,google,Web,Mac Desktop,Safari
u2qgduymxu,2014-07-12,-unknown-,43,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
te9zzeg8z2,2014-07-12,-unknown-,46,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ofta0ws2ob,2014-07-12,FEMALE,53,basic,en,sem-brand,google,Web,Mac Desktop,Safari
87ze5b3u49,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
uxnr5qzuzo,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
0ktcfx76g4,2014-07-12,-unknown-,53,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
aqw9ufp4wz,2014-07-12,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
56wqqrxvfr,2014-07-12,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
6n99ed2haw,2014-07-12,FEMALE,36,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
t9wghbf1r8,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
b2kmvshrg0,2014-07-12,FEMALE,40,basic,en,sem-brand,google,Web,Mac Desktop,Safari
o1bsgc7aui,2014-07-12,-unknown-,,basic,en,sem-brand,bing,iOS,iPhone,Mobile Safari
9s1wp84q5g,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
214fryo3hj,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
nc96svaow1,2014-07-12,-unknown-,53,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
u6p6yqh5cr,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,AOL Explorer
zfgl8ux60i,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
dv87i6hgz4,2014-07-12,OTHER,31,facebook,en,sem-brand,google,Web,Android Phone,Android Browser
3iwps4cl5p,2014-07-12,-unknown-,44,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
lbnm617gdx,2014-07-12,-unknown-,34,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
vy07ynrwam,2014-07-12,-unknown-,23,basic,en,sem-brand,google,Web,iPad,Mobile Safari
m3n2x69x0l,2014-07-12,-unknown-,43,basic,en,sem-brand,google,Web,Mac Desktop,Safari
hw724v5xxu,2014-07-12,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
wp9mzhjhf9,2014-07-12,FEMALE,36,basic,en,sem-brand,google,Web,Mac Desktop,Safari
hz9l6g7agb,2014-07-12,-unknown-,19,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
d6hk6vgf65,2014-07-12,MALE,29,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
hff7hkud59,2014-07-12,FEMALE,49,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
z98ay4al2g,2014-07-12,MALE,40,facebook,en,sem-brand,bing,iOS,iPhone,-unknown-
q2t33uceth,2014-07-12,MALE,50,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
5zjstssz4f,2014-07-13,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
d2vljfrzcf,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
869kvyrps7,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
n1bpos87wc,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
fdoczzskcz,2014-07-13,-unknown-,,basic,en,sem-brand,bing,Moweb,iPhone,Mobile Safari
3711goj6jd,2014-07-13,MALE,59,basic,en,sem-brand,google,Web,Mac Desktop,Safari
vu1v3t8wlc,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
4z8fb8c78m,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
m1ss4l6gdg,2014-07-13,MALE,46,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
iievq4yld2,2014-07-13,MALE,71,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
58hc8xe9hv,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
zrjn0r5qs1,2014-07-13,FEMALE,63,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
137o47t9bs,2014-07-13,FEMALE,59,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
6ia9efgwol,2014-07-13,FEMALE,31,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
q7464eeanf,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
0qsficvmvx,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
gjr6g56lfg,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
4d7gml94ig,2014-07-13,FEMALE,36,basic,en,sem-brand,google,Web,Mac Desktop,Safari
8b85eu2ir0,2014-07-13,FEMALE,43,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
j29ijomdxf,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
qrsmuag9fn,2014-07-13,FEMALE,29,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
r48wo9gpfj,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
n5jkgiinsx,2014-07-13,FEMALE,55,basic,en,sem-brand,google,Web,Android Phone,Chrome Mobile
ipzbjdd31u,2014-07-13,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Firefox
jci053nrgw,2014-07-13,-unknown-,20,basic,en,sem-brand,google,Web,iPad,Mobile Safari
ccjxn8gwr1,2014-07-13,-unknown-,50,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
25stdp8fb2,2014-07-13,MALE,53,basic,en,sem-brand,bing,Web,Windows Desktop,IE
w0saap5nk9,2014-07-13,FEMALE,41,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ohl95qm1g5,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
peteeutl08,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
gpgq8ccu16,2014-07-13,-unknown-,19,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
8yyntf7rs1,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
ihnfki0uwf,2014-07-13,FEMALE,32,facebook,zh,sem-brand,google,Web,Mac Desktop,Chrome
68a80uysn2,2014-07-13,MALE,43,facebook,en,sem-brand,google,Web,Windows Desktop,Firefox
tvahc68e7y,2014-07-13,FEMALE,22,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ui20d8bz2y,2014-07-13,MALE,52,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
mgxuxqdenb,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
073dzf2x6s,2014-07-13,FEMALE,27,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
7ry3x2n3lx,2014-07-13,-unknown-,69,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
s8iiaq797p,2014-07-13,FEMALE,35,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
tf7w7onie7,2014-07-13,MALE,41,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
rm0y0ie37r,2014-07-13,MALE,19,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
slrc9mjr9b,2014-07-13,OTHER,37,basic,fr,sem-brand,google,Web,iPad,Mobile Safari
69ddu34zep,2014-07-13,FEMALE,36,basic,en,sem-brand,google,Web,Mac Desktop,Safari
o986hhdnr7,2014-07-13,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
zzknfsp59t,2014-07-13,MALE,50,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
u78d85igd0,2014-07-13,MALE,44,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
2q1on1qunf,2014-07-13,FEMALE,29,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
m5vrwt8428,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
30odp0o2zy,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
wrwkb0n5z0,2014-07-13,-unknown-,19,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
q223rtycnl,2014-07-13,-unknown-,32,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
hs2x5usjju,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
h4hhis58bj,2014-07-13,FEMALE,30,basic,en,sem-brand,google,Web,iPad,Mobile Safari
b5x1y36nz7,2014-07-13,FEMALE,23,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
1yron2p2w6,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
8szgfmwcb6,2014-07-13,MALE,28,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
436caq8qel,2014-07-13,FEMALE,,basic,en,sem-brand,google,Web,Windows Desktop,IE
2upqtlsp5m,2014-07-13,MALE,27,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
nvq618lpdc,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
eis12l52on,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
q97a1bmvr6,2014-07-13,FEMALE,36,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
gtno4q5wz7,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
nfc1w702z7,2014-07-13,-unknown-,19,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
igb2y14w3v,2014-07-13,FEMALE,33,basic,en,sem-brand,google,Web,iPad,Mobile Safari
tx4ej1kqbu,2014-07-13,FEMALE,22,facebook,en,sem-brand,bing,Web,Windows Desktop,IE
ybkoaxcsha,2014-07-13,FEMALE,28,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
ds2ie3sjit,2014-07-13,-unknown-,34,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
qkjwzligqx,2014-07-13,FEMALE,34,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
9fw7t9qnt0,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
ugkzddc9is,2014-07-13,-unknown-,25,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ih08ewbq2o,2014-07-13,MALE,46,basic,en,sem-brand,google,Web,Mac Desktop,Safari
i413fkl5mj,2014-07-13,MALE,23,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
nwbnykj733,2014-07-13,FEMALE,33,basic,en,sem-brand,google,Web,Desktop (Other),Chrome
y1w40zubg7,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
p4fnqlmdbc,2014-07-13,FEMALE,46,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
ota2ne5uf7,2014-07-13,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,Firefox
z9qed3z4q4,2014-07-13,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
eu6q47kdfi,2014-07-14,MALE,26,basic,en,sem-brand,google,Web,Desktop (Other),Chromium
oo0cpetcei,2014-07-14,FEMALE,19,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
eszm4lij49,2014-07-14,FEMALE,43,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
lf7jpepje5,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
idrgd70lg9,2014-07-14,FEMALE,32,basic,en,sem-brand,google,Web,Mac Desktop,Apple Mail
sl122wg1l6,2014-07-14,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
lapxjjklwj,2014-07-14,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
s1slh2oqr8,2014-07-14,MALE,26,basic,en,sem-brand,google,Web,iPad,Mobile Safari
wld3gwmng3,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
2h4sapw4b4,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
5euye2uy5n,2014-07-14,MALE,25,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
4ovw5llkaf,2014-07-14,-unknown-,31,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
hwyeur37vz,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
5wnjqb34zc,2014-07-14,MALE,30,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
om8houhj1t,2014-07-14,-unknown-,25,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
gh1eb4n9cd,2014-07-14,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
zgi6mgk3of,2014-07-14,MALE,42,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
0s2170al2n,2014-07-14,FEMALE,49,facebook,en,sem-brand,google,Web,iPhone,Mobile Safari
u4s7m6n8jl,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
ocsd9v9qmw,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ij2a6tzis4,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
36xs87rlhn,2014-07-14,-unknown-,39,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
6jad8cvkcp,2014-07-14,FEMALE,31,basic,en,sem-brand,google,Web,Mac Desktop,Safari
six65v99zd,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
p2sx5njk7x,2014-07-14,MALE,30,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
v6x1ujlcgu,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
xqi2483we2,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
2xxmd32iim,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
gyz4mm9kkm,2014-07-14,MALE,61,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
9fapt6oe5x,2014-07-14,FEMALE,27,basic,en,sem-brand,google,Web,Windows Desktop,IE
6srtwx0v0s,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
jk3osdiabd,2014-07-14,-unknown-,53,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
u6z2veqde5,2014-07-14,MALE,33,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
su7s5aht2q,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
z9f2n8bl5a,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
ttehqmspvn,2014-07-14,FEMALE,55,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
gc204nf27q,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
mybgv3ous1,2014-07-14,MALE,25,facebook,en,sem-brand,bing,Web,Mac Desktop,Safari
onvojgdtso,2014-07-14,-unknown-,,basic,zh,sem-brand,google,Web,Mac Desktop,Safari
rjseb0w3ym,2014-07-14,MALE,22,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ttn44l0keu,2014-07-14,MALE,42,basic,fr,sem-brand,google,Web,Windows Desktop,Firefox
s0fxle9rt5,2014-07-14,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
